"","ProjectName","Field_Name","StudyPeriod","UseableYears","Ongoing","Monitoring","State","County","LAT_approx","LONG_approx","FarmEnterprise","CropRotation","LandCover","Tillage","Manure","Tile","BasinArea_ac","SoilType","HydrologicGroup","DrainageClass","MeanSlope_per","IncludeAverages","Notes","event_n","MajorWatershed_HUC8","Watershed_HUC10","Watershed_HUC12","HUC12","USGS_Station_Number","frozen","storm","unique_storm_number","storm_start","storm_end","runoff_volume","peak_discharge","area_ft2","runoff_in","water_year","month"
"11","Pagel","P1","WY2004-WY2008",4,"No","Surface","WI","Kewaunee",44.49525,-87.594556,"Dairy","Corn-Alfalfa","Cultivated Crops","Yes","Yes","Yes",20.5,"Hortonville silt loam","C","Well drained",4,"Yes","Tile monitoring started WY 2005",79,"Door-Kewaunee","Kewaunee River","Kewaunee River",40301020305,"USGS-442944087354100","Frozen","Storm","2004-8",2004-03-07 14:00:00,2004-03-08,3906,0.2444,892980,0.052489417456158,"2004",3
"12","Pagel","P1","WY2004-WY2008",4,"No","Surface","WI","Kewaunee",44.49525,-87.594556,"Dairy","Corn-Alfalfa","Cultivated Crops","Yes","Yes","Yes",20.5,"Hortonville silt loam","C","Well drained",4,"Yes","Tile monitoring started WY 2005",79,"Door-Kewaunee","Kewaunee River","Kewaunee River",40301020305,"USGS-442944087354100","Frozen","Storm","2004-9",2004-03-14 17:21:00,2004-03-14 17:52:00,33.9,0.02878,892980,0.000455553315863737,"2004",3
"13","Pagel","P1","WY2004-WY2008",4,"No","Surface","WI","Kewaunee",44.49525,-87.594556,"Dairy","Corn-Alfalfa","Cultivated Crops","Yes","Yes","Yes",20.5,"Hortonville silt loam","C","Well drained",4,"Yes","Tile monitoring started WY 2005",79,"Door-Kewaunee","Kewaunee River","Kewaunee River",40301020305,"USGS-442944087354100","Frozen","Storm","2004-9",2004-03-14 17:52:00,2004-03-14 18:32:00,30.8,0.02776,892980,0.00041389504804139,"2004",3
"14","Pagel","P1","WY2004-WY2008",4,"No","Surface","WI","Kewaunee",44.49525,-87.594556,"Dairy","Corn-Alfalfa","Cultivated Crops","Yes","Yes","Yes",20.5,"Hortonville silt loam","C","Well drained",4,"Yes","Tile monitoring started WY 2005",79,"Door-Kewaunee","Kewaunee River","Kewaunee River",40301020305,"USGS-442944087354100","Non-Frozen","Storm","2004-10",2004-03-29 01:00:00,2004-03-29 02:47:00,55.3,0.02188,892980,0.00074312974534704,"2004",3
"15","Pagel","P1","WY2004-WY2008",4,"No","Surface","WI","Kewaunee",44.49525,-87.594556,"Dairy","Corn-Alfalfa","Cultivated Crops","Yes","Yes","Yes",20.5,"Hortonville silt loam","C","Well drained",4,"Yes","Tile monitoring started WY 2005",79,"Door-Kewaunee","Kewaunee River","Kewaunee River",40301020305,"USGS-442944087354100","Non-Frozen","Storm","2004-11",2004-05-08 22:00:00,2004-05-09 03:08:00,12600,2.02,892980,0.169320701471478,"2004",5
"16","Pagel","P1","WY2004-WY2008",4,"No","Surface","WI","Kewaunee",44.49525,-87.594556,"Dairy","Corn-Alfalfa","Cultivated Crops","Yes","Yes","Yes",20.5,"Hortonville silt loam","C","Well drained",4,"Yes","Tile monitoring started WY 2005",79,"Door-Kewaunee","Kewaunee River","Kewaunee River",40301020305,"USGS-442944087354100","Non-Frozen","Storm","2004-12",2004-05-13 01:00:00,2004-05-13 02:15:00,59.2,0.03892,892980,0.000795538533897736,"2004",5
"17","Pagel","P1","WY2004-WY2008",4,"No","Surface","WI","Kewaunee",44.49525,-87.594556,"Dairy","Corn-Alfalfa","Cultivated Crops","Yes","Yes","Yes",20.5,"Hortonville silt loam","C","Well drained",4,"Yes","Tile monitoring started WY 2005",79,"Door-Kewaunee","Kewaunee River","Kewaunee River",40301020305,"USGS-442944087354100","Non-Frozen","Storm","2004-13",2004-05-13 22:40:00,2004-05-13 23:38:00,88.3,0.0711,892980,0.00118658872539139,"2004",5
"18","Pagel","P1","WY2004-WY2008",4,"No","Surface","WI","Kewaunee",44.49525,-87.594556,"Dairy","Corn-Alfalfa","Cultivated Crops","Yes","Yes","Yes",20.5,"Hortonville silt loam","C","Well drained",4,"Yes","Tile monitoring started WY 2005",79,"Door-Kewaunee","Kewaunee River","Kewaunee River",40301020305,"USGS-442944087354100","Non-Frozen","Storm","2004-14",2004-05-14 16:00:00,2004-05-14 19:00:00,41.8,0.00722,892980,0.000561714708056171,"2004",5
"19","Pagel","P1","WY2004-WY2008",4,"No","Surface","WI","Kewaunee",44.49525,-87.594556,"Dairy","Corn-Alfalfa","Cultivated Crops","Yes","Yes","Yes",20.5,"Hortonville silt loam","C","Well drained",4,"Yes","Tile monitoring started WY 2005",79,"Door-Kewaunee","Kewaunee River","Kewaunee River",40301020305,"USGS-442944087354100","Non-Frozen","Storm","2004-15",2004-05-20 06:48:00,2004-05-20 07:40:00,48.6,0.04355,892980,0.000653094134247128,"2004",5
"20","Pagel","P1","WY2004-WY2008",4,"No","Surface","WI","Kewaunee",44.49525,-87.594556,"Dairy","Corn-Alfalfa","Cultivated Crops","Yes","Yes","Yes",20.5,"Hortonville silt loam","C","Well drained",4,"Yes","Tile monitoring started WY 2005",79,"Door-Kewaunee","Kewaunee River","Kewaunee River",40301020305,"USGS-442944087354100","Non-Frozen","Storm","2004-16",2004-05-21 22:40:00,2004-05-21 23:52:00,28.9,0.01114,892980,0.000388362561311563,"2004",5
"21","Pagel","P1","WY2004-WY2008",4,"No","Surface","WI","Kewaunee",44.49525,-87.594556,"Dairy","Corn-Alfalfa","Cultivated Crops","Yes","Yes","Yes",20.5,"Hortonville silt loam","C","Well drained",4,"Yes","Tile monitoring started WY 2005",79,"Door-Kewaunee","Kewaunee River","Kewaunee River",40301020305,"USGS-442944087354100","Non-Frozen","Storm","2004-17",2004-05-22 06:46:00,2004-05-22 07:42:00,10.7,0.00778,892980,0.000143788214741652,"2004",5
"22","Pagel","P1","WY2004-WY2008",4,"No","Surface","WI","Kewaunee",44.49525,-87.594556,"Dairy","Corn-Alfalfa","Cultivated Crops","Yes","Yes","Yes",20.5,"Hortonville silt loam","C","Well drained",4,"Yes","Tile monitoring started WY 2005",79,"Door-Kewaunee","Kewaunee River","Kewaunee River",40301020305,"USGS-442944087354100","Non-Frozen","Storm","2004-18",2004-05-23 10:56:00,2004-05-23 17:56:00,33790,4.118,892980,0.454075119263589,"2004",5
"23","Pagel","P1","WY2004-WY2008",4,"No","Surface","WI","Kewaunee",44.49525,-87.594556,"Dairy","Corn-Alfalfa","Cultivated Crops","Yes","Yes","Yes",20.5,"Hortonville silt loam","C","Well drained",4,"Yes","Tile monitoring started WY 2005",79,"Door-Kewaunee","Kewaunee River","Kewaunee River",40301020305,"USGS-442944087354100","Non-Frozen","Storm","2004-19",2004-05-23 22:25:00,2004-05-24 02:22:00,6504,1.021,892980,0.0874017335214674,"2004",5
"24","Pagel","P1","WY2004-WY2008",4,"No","Surface","WI","Kewaunee",44.49525,-87.594556,"Dairy","Corn-Alfalfa","Cultivated Crops","Yes","Yes","Yes",20.5,"Hortonville silt loam","C","Well drained",4,"Yes","Tile monitoring started WY 2005",79,"Door-Kewaunee","Kewaunee River","Kewaunee River",40301020305,"USGS-442944087354100","Non-Frozen","Storm","2004-19",2004-05-24 03:30:00,2004-05-24 08:26:00,75130,17.28,892980,1.00960827790096,"2004",5
"25","Pagel","P1","WY2004-WY2008",4,"No","Surface","WI","Kewaunee",44.49525,-87.594556,"Dairy","Corn-Alfalfa","Cultivated Crops","Yes","Yes","Yes",20.5,"Hortonville silt loam","C","Well drained",4,"Yes","Tile monitoring started WY 2005",79,"Door-Kewaunee","Kewaunee River","Kewaunee River",40301020305,"USGS-442944087354100","Non-Frozen","Storm","2004-20",2004-05-31 13:06:00,2004-05-31 17:15:00,4531,0.723,892980,0.0608882617751797,"2004",5
"26","Pagel","P1","WY2004-WY2008",4,"No","Surface","WI","Kewaunee",44.49525,-87.594556,"Dairy","Corn-Alfalfa","Cultivated Crops","Yes","Yes","Yes",20.5,"Hortonville silt loam","C","Well drained",4,"Yes","Tile monitoring started WY 2005",79,"Door-Kewaunee","Kewaunee River","Kewaunee River",40301020305,"USGS-442944087354100","Non-Frozen","Storm","2004-20",2004-05-31 19:07:00,2004-06-01 00:15:00,28610,3.772,892980,0.384465497547537,"2004",5
"27","Pagel","P1","WY2004-WY2008",4,"No","Surface","WI","Kewaunee",44.49525,-87.594556,"Dairy","Corn-Alfalfa","Cultivated Crops","Yes","Yes","Yes",20.5,"Hortonville silt loam","C","Well drained",4,"Yes","Tile monitoring started WY 2005",79,"Door-Kewaunee","Kewaunee River","Kewaunee River",40301020305,"USGS-442944087354100","Non-Frozen","Storm","2004-21",2004-06-09 07:02:00,2004-06-09 11:11:00,43030,8.014,892980,0.578243633676006,"2004",6
"28","Pagel","P1","WY2004-WY2008",4,"No","Surface","WI","Kewaunee",44.49525,-87.594556,"Dairy","Corn-Alfalfa","Cultivated Crops","Yes","Yes","Yes",20.5,"Hortonville silt loam","C","Well drained",4,"Yes","Tile monitoring started WY 2005",79,"Door-Kewaunee","Kewaunee River","Kewaunee River",40301020305,"USGS-442944087354100","Non-Frozen","Storm","2004-22",2004-06-11 08:00:00,2004-06-11 14:55:00,2760,0.3104,892980,0.0370892965127998,"2004",6
"29","Pagel","P1","WY2004-WY2008",4,"No","Surface","WI","Kewaunee",44.49525,-87.594556,"Dairy","Corn-Alfalfa","Cultivated Crops","Yes","Yes","Yes",20.5,"Hortonville silt loam","C","Well drained",4,"Yes","Tile monitoring started WY 2005",79,"Door-Kewaunee","Kewaunee River","Kewaunee River",40301020305,"USGS-442944087354100","Non-Frozen","Storm","2004-23",2004-06-12 09:31:00,2004-06-12 10:48:00,162.7,0.06092,892980,0.00218638715312773,"2004",6
"30","Pagel","P1","WY2004-WY2008",4,"No","Surface","WI","Kewaunee",44.49525,-87.594556,"Dairy","Corn-Alfalfa","Cultivated Crops","Yes","Yes","Yes",20.5,"Hortonville silt loam","C","Well drained",4,"Yes","Tile monitoring started WY 2005",79,"Door-Kewaunee","Kewaunee River","Kewaunee River",40301020305,"USGS-442944087354100","Non-Frozen","Storm","2004-24",2004-06-13 19:00:00,2004-06-13 20:00:00,304.2,0.1884,892980,0.00408788550695424,"2004",6
"31","Pagel","P1","WY2004-WY2008",4,"No","Surface","WI","Kewaunee",44.49525,-87.594556,"Dairy","Corn-Alfalfa","Cultivated Crops","Yes","Yes","Yes",20.5,"Hortonville silt loam","C","Well drained",4,"Yes","Tile monitoring started WY 2005",79,"Door-Kewaunee","Kewaunee River","Kewaunee River",40301020305,"USGS-442944087354100","Non-Frozen","Storm","2004-25",2004-06-17 05:21:00,2004-06-17 08:38:00,5898,1.079,892980,0.079258214069744,"2004",6
"32","Pagel","P1","WY2004-WY2008",4,"No","Surface","WI","Kewaunee",44.49525,-87.594556,"Dairy","Corn-Alfalfa","Cultivated Crops","Yes","Yes","Yes",20.5,"Hortonville silt loam","C","Well drained",4,"Yes","Tile monitoring started WY 2005",79,"Door-Kewaunee","Kewaunee River","Kewaunee River",40301020305,"USGS-442944087354100","Frozen","Storm","2005-1",2004-12-31 01:56:00,2004-12-31 08:00:00,6520,0.8432,892980,0.0876167439360344,"2005",12
"33","Pagel","P1","WY2004-WY2008",4,"No","Surface","WI","Kewaunee",44.49525,-87.594556,"Dairy","Corn-Alfalfa","Cultivated Crops","Yes","Yes","Yes",20.5,"Hortonville silt loam","C","Well drained",4,"Yes","Tile monitoring started WY 2005",79,"Door-Kewaunee","Kewaunee River","Kewaunee River",40301020305,"USGS-442944087354100","Frozen","Storm","2005-2",2005-01-02 08:42:00,2005-01-02 13:00:00,5804,1.578,892980,0.0779950278841631,"2005",1
"34","Pagel","P1","WY2004-WY2008",4,"No","Surface","WI","Kewaunee",44.49525,-87.594556,"Dairy","Corn-Alfalfa","Cultivated Crops","Yes","Yes","Yes",20.5,"Hortonville silt loam","C","Well drained",4,"Yes","Tile monitoring started WY 2005",79,"Door-Kewaunee","Kewaunee River","Kewaunee River",40301020305,"USGS-442944087354100","Frozen","Storm","2005-3",2005-01-02 18:40:00,2005-01-02 22:03:00,1256,0.2025,892980,0.016878317543506,"2005",1
"35","Pagel","P1","WY2004-WY2008",4,"No","Surface","WI","Kewaunee",44.49525,-87.594556,"Dairy","Corn-Alfalfa","Cultivated Crops","Yes","Yes","Yes",20.5,"Hortonville silt loam","C","Well drained",4,"Yes","Tile monitoring started WY 2005",79,"Door-Kewaunee","Kewaunee River","Kewaunee River",40301020305,"USGS-442944087354100","Frozen","Storm","2005-4",2005-01-12 22:55:00,2005-01-13 09:00:00,9886,0.5552,892980,0.132849559900558,"2005",1
"36","Pagel","P1","WY2004-WY2008",4,"No","Surface","WI","Kewaunee",44.49525,-87.594556,"Dairy","Corn-Alfalfa","Cultivated Crops","Yes","Yes","Yes",20.5,"Hortonville silt loam","C","Well drained",4,"Yes","Tile monitoring started WY 2005",79,"Door-Kewaunee","Kewaunee River","Kewaunee River",40301020305,"USGS-442944087354100","Frozen","Storm","2005-5",2005-02-06 20:50:00,2005-02-08 05:23:00,40480,0.8779,892980,0.543976348854398,"2005",2
"37","Pagel","P1","WY2004-WY2008",4,"No","Surface","WI","Kewaunee",44.49525,-87.594556,"Dairy","Corn-Alfalfa","Cultivated Crops","Yes","Yes","Yes",20.5,"Hortonville silt loam","C","Well drained",4,"Yes","Tile monitoring started WY 2005",79,"Door-Kewaunee","Kewaunee River","Kewaunee River",40301020305,"USGS-442944087354100","Frozen","Storm","2005-6",2005-03-07 10:00:00,2005-03-07 17:34:00,2426,0.1475,892980,0.0326009541087146,"2005",3
"38","Pagel","P1","WY2004-WY2008",4,"No","Surface","WI","Kewaunee",44.49525,-87.594556,"Dairy","Corn-Alfalfa","Cultivated Crops","Yes","Yes","Yes",20.5,"Hortonville silt loam","C","Well drained",4,"Yes","Tile monitoring started WY 2005",79,"Door-Kewaunee","Kewaunee River","Kewaunee River",40301020305,"USGS-442944087354100","Frozen","Storm","2005-7",2005-03-27 19:20:00,2005-03-28 06:00:00,21860,1.795,892980,0.293757978902103,"2005",3
"39","Pagel","P1","WY2004-WY2008",4,"No","Surface","WI","Kewaunee",44.49525,-87.594556,"Dairy","Corn-Alfalfa","Cultivated Crops","Yes","Yes","Yes",20.5,"Hortonville silt loam","C","Well drained",4,"Yes","Tile monitoring started WY 2005",79,"Door-Kewaunee","Kewaunee River","Kewaunee River",40301020305,"USGS-442944087354100","Frozen","Storm","2005-8",2005-03-28 17:19:00,2005-03-29 02:20:00,45720,3.252,892980,0.614392259625076,"2005",3
"40","Pagel","P1","WY2004-WY2008",4,"No","Surface","WI","Kewaunee",44.49525,-87.594556,"Dairy","Corn-Alfalfa","Cultivated Crops","Yes","Yes","Yes",20.5,"Hortonville silt loam","C","Well drained",4,"Yes","Tile monitoring started WY 2005",79,"Door-Kewaunee","Kewaunee River","Kewaunee River",40301020305,"USGS-442944087354100","Frozen","Storm","2005-9",2005-03-29 15:45:00,2005-03-30 00:11:00,29160,2.16,892980,0.391856480548277,"2005",3
"41","Pagel","P1","WY2004-WY2008",4,"No","Surface","WI","Kewaunee",44.49525,-87.594556,"Dairy","Corn-Alfalfa","Cultivated Crops","Yes","Yes","Yes",20.5,"Hortonville silt loam","C","Well drained",4,"Yes","Tile monitoring started WY 2005",79,"Door-Kewaunee","Kewaunee River","Kewaunee River",40301020305,"USGS-442944087354100","Frozen","Storm","2005-10",2005-03-30 15:26:00,2005-03-30 17:22:00,311.8,0.07726,892980,0.00419001545387355,"2005",3
"42","Pagel","P1","WY2004-WY2008",4,"No","Surface","WI","Kewaunee",44.49525,-87.594556,"Dairy","Corn-Alfalfa","Cultivated Crops","Yes","Yes","Yes",20.5,"Hortonville silt loam","C","Well drained",4,"Yes","Tile monitoring started WY 2005",79,"Door-Kewaunee","Kewaunee River","Kewaunee River",40301020305,"USGS-442944087354100","Frozen","Storm","2005-11",2005-03-31 00:39:00,2005-03-31 02:30:00,171.6,0.0465,892980,0.0023059866962306,"2005",3
"43","Pagel","P1","WY2004-WY2008",4,"No","Surface","WI","Kewaunee",44.49525,-87.594556,"Dairy","Corn-Alfalfa","Cultivated Crops","Yes","Yes","Yes",20.5,"Hortonville silt loam","C","Well drained",4,"Yes","Tile monitoring started WY 2005",79,"Door-Kewaunee","Kewaunee River","Kewaunee River",40301020305,"USGS-442944087354100","Non-Frozen","Storm","2005-12",2005-08-19 03:00:00,2005-08-19 04:17:00,1090,0.5596,892980,0.0146475844923738,"2005",8
"44","Pagel","P1","WY2004-WY2008",4,"No","Surface","WI","Kewaunee",44.49525,-87.594556,"Dairy","Corn-Alfalfa","Cultivated Crops","Yes","Yes","Yes",20.5,"Hortonville silt loam","C","Well drained",4,"Yes","Tile monitoring started WY 2005",79,"Door-Kewaunee","Kewaunee River","Kewaunee River",40301020305,"USGS-442944087354100","Frozen","Storm","2006-1",2005-11-28 14:26:00,2005-11-28 17:35:00,423.4,0.05481,892980,0.00568971309547806,"2006",11
"45","Pagel","P1","WY2004-WY2008",4,"No","Surface","WI","Kewaunee",44.49525,-87.594556,"Dairy","Corn-Alfalfa","Cultivated Crops","Yes","Yes","Yes",20.5,"Hortonville silt loam","C","Well drained",4,"Yes","Tile monitoring started WY 2005",79,"Door-Kewaunee","Kewaunee River","Kewaunee River",40301020305,"USGS-442944087354100","Frozen","Storm","2006-2",2005-11-28 20:02:00,2005-11-28 21:07:00,123.7,0.04713,892980,0.00166229926762078,"2006",11
"46","Pagel","P1","WY2004-WY2008",4,"No","Surface","WI","Kewaunee",44.49525,-87.594556,"Dairy","Corn-Alfalfa","Cultivated Crops","Yes","Yes","Yes",20.5,"Hortonville silt loam","C","Well drained",4,"Yes","Tile monitoring started WY 2005",79,"Door-Kewaunee","Kewaunee River","Kewaunee River",40301020305,"USGS-442944087354100","Frozen","Storm","2006-3",2006-01-29 12:31:00,2006-01-29 16:15:00,364.7,0.03448,892980,0.00490089363703554,"2006",1
"47","Pagel","P1","WY2004-WY2008",4,"No","Surface","WI","Kewaunee",44.49525,-87.594556,"Dairy","Corn-Alfalfa","Cultivated Crops","Yes","Yes","Yes",20.5,"Hortonville silt loam","C","Well drained",4,"Yes","Tile monitoring started WY 2005",79,"Door-Kewaunee","Kewaunee River","Kewaunee River",40301020305,"USGS-442944087354100","Frozen","Storm","2006-4",2006-03-09 17:00:00,2006-03-09 23:00:00,631.9,0.03612,892980,0.0084915675603037,"2006",3
"48","Pagel","P1","WY2004-WY2008",4,"No","Surface","WI","Kewaunee",44.49525,-87.594556,"Dairy","Corn-Alfalfa","Cultivated Crops","Yes","Yes","Yes",20.5,"Hortonville silt loam","C","Well drained",4,"Yes","Tile monitoring started WY 2005",79,"Door-Kewaunee","Kewaunee River","Kewaunee River",40301020305,"USGS-442944087354100","Frozen","Storm","2006-5",2006-03-10 16:15:00,2006-03-11 00:41:00,10440,0.9991,892980,0.140294295504939,"2006",3
"49","Pagel","P1","WY2004-WY2008",4,"No","Surface","WI","Kewaunee",44.49525,-87.594556,"Dairy","Corn-Alfalfa","Cultivated Crops","Yes","Yes","Yes",20.5,"Hortonville silt loam","C","Well drained",4,"Yes","Tile monitoring started WY 2005",79,"Door-Kewaunee","Kewaunee River","Kewaunee River",40301020305,"USGS-442944087354100","Frozen","Storm","2006-6",2006-03-11 16:15:00,2006-03-11 22:45:00,3589,0.5032,892980,0.0482295236175502,"2006",3
"50","Pagel","P1","WY2004-WY2008",4,"No","Surface","WI","Kewaunee",44.49525,-87.594556,"Dairy","Corn-Alfalfa","Cultivated Crops","Yes","Yes","Yes",20.5,"Hortonville silt loam","C","Well drained",4,"Yes","Tile monitoring started WY 2005",79,"Door-Kewaunee","Kewaunee River","Kewaunee River",40301020305,"USGS-442944087354100","Frozen","Storm","2006-7",2006-03-12 03:47:00,2006-03-12 08:26:00,6456,1.526,892980,0.0867567022777666,"2006",3
"51","Pagel","P1","WY2004-WY2008",4,"No","Surface","WI","Kewaunee",44.49525,-87.594556,"Dairy","Corn-Alfalfa","Cultivated Crops","Yes","Yes","Yes",20.5,"Hortonville silt loam","C","Well drained",4,"Yes","Tile monitoring started WY 2005",79,"Door-Kewaunee","Kewaunee River","Kewaunee River",40301020305,"USGS-442944087354100","Frozen","Storm","2006-8",2006-03-13 06:15:00,2006-03-13 13:30:00,8380,1.139,892980,0.112611704629443,"2006",3
"52","Pagel","P1","WY2004-WY2008",4,"No","Surface","WI","Kewaunee",44.49525,-87.594556,"Dairy","Corn-Alfalfa","Cultivated Crops","Yes","Yes","Yes",20.5,"Hortonville silt loam","C","Well drained",4,"Yes","Tile monitoring started WY 2005",79,"Door-Kewaunee","Kewaunee River","Kewaunee River",40301020305,"USGS-442944087354100","Non-Frozen","Storm","2006-9",2006-05-11 14:45:00,2006-05-11 20:35:00,10480,0.7765,892980,0.140831821541356,"2006",5
"53","Pagel","P1","WY2004-WY2008",4,"No","Surface","WI","Kewaunee",44.49525,-87.594556,"Dairy","Corn-Alfalfa","Cultivated Crops","Yes","Yes","Yes",20.5,"Hortonville silt loam","C","Well drained",4,"Yes","Tile monitoring started WY 2005",79,"Door-Kewaunee","Kewaunee River","Kewaunee River",40301020305,"USGS-442944087354100","Non-Frozen","Storm","2006-9",2006-05-11 20:35:00,2006-05-12 05:00:00,28730,2.175,892980,0.38607807565679,"2006",5
"54","Pagel","P1","WY2004-WY2008",4,"No","Surface","WI","Kewaunee",44.49525,-87.594556,"Dairy","Corn-Alfalfa","Cultivated Crops","Yes","Yes","Yes",20.5,"Hortonville silt loam","C","Well drained",4,"Yes","Tile monitoring started WY 2005",79,"Door-Kewaunee","Kewaunee River","Kewaunee River",40301020305,"USGS-442944087354100","Non-Frozen","Storm","2006-9",2006-05-12 05:52:00,2006-05-12 14:55:00,9766,0.7256,892980,0.131236981791306,"2006",5
"55","Pagel","P1","WY2004-WY2008",4,"No","Surface","WI","Kewaunee",44.49525,-87.594556,"Dairy","Corn-Alfalfa","Cultivated Crops","Yes","Yes","Yes",20.5,"Hortonville silt loam","C","Well drained",4,"Yes","Tile monitoring started WY 2005",79,"Door-Kewaunee","Kewaunee River","Kewaunee River",40301020305,"USGS-442944087354100","Non-Frozen","Storm","2006-10",2006-05-14 00:30:00,2006-05-14 03:00:00,352.9,0.06021,892980,0.00474232345629241,"2006",5
