"USGS_Station_Number","P_start","P_end","rain_mm","duration_hr","Ievent_mm_hr","I5_mm_hr","I10_mm_hr","I15_mm_hr","I30_mm_hr","I60_mm_hr","energy_m1","erosivity_m1","energy_m2","erosivity_m2","ARFdays1_mm","ARFdays2_mm","ARFdays7_mm","ARFdays14_mm","Field_Name","BasinArea_ac","Date","Tmp","P_frozen","area_ft2","P_event_id","Associated_Q","Q_event_count","Q_total_volume_raw","Q_total_volume","Q_event_ids","Shared_Q","Q_total_mm_raw","Q_total_mm","Monitoring","FarmEnterprise","CropRotation","LandCover","LandCover_Updated","Tile","Tile_Notes","SoilType","Hydrologic_Group","DrainageClass","MeanSlope_per","Clay_Fraction","Water_Year","Season","Tillage_Basin_Coverage","Tillage_Total","Tillage_Fall","Tillage_Spring","Tillage_Summer","Tillage_Summer_Previous","Crop_Basin_Coverage","Previous_PerennialFrac","Current_PerennialFrac","Residue_Fall_Frac","Residue_Spring_Frac","PerennialFrac","Crop_Source","Tillage_Passes","Tillage_Window","Residue_Frac","Residue"
"USGS-451021089064901",2018-10-20 10:59:00,2018-10-20 11:10:00,0.508,0.1833,2.77114,3.048,1.524,2.032,1.016,0.508,12.72,0.00509,13.54,0.005417,0,0,9.906,79.756,"AO1",22.2,2018-10-20,6.46000051498413,FALSE,967032,15,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",1.9,0.125,2019,"Fall",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",,"Previous summer + current fall",0,"No"
"USGS-451021089064901",2018-10-20 13:34:00,2018-10-20 13:50:00,0.762,0.2667,2.8575,3.048,3.048,2.032,1.524,0.762,17.55,0.01053,19.65,0.01179,0.508,0.508,10.414,80.264,"AO1",22.2,2018-10-20,6.46000051498413,FALSE,967032,16,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",1.9,0.125,2019,"Fall",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",,"Previous summer + current fall",0,"No"
"USGS-451021089064901",2018-10-28 09:34:00,2018-10-28 14:45:00,12.192,5.183,2.35204,9.144,7.62,8.128,6.604,5.588,250.6,0.6515,296.1,0.7699,0,0,0,11.176,"AO1",22.2,2018-10-28,5.69000005722046,FALSE,967032,17,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",1.9,0.125,2019,"Fall",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",,"Previous summer + current fall",0,"No"
"USGS-451021089064901",2018-11-04 11:19:00,2018-11-05 03:30:00,29.21,16.18,1.804924,6.096,6.096,5.08,3.556,3.556,539.1,0.7548,663.6,0.929,0,0,9.652,12.446,"AO1",22.2,2018-11-04,2.58000016212463,FALSE,967032,18,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",1.9,0.125,2019,"Fall",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",,"Previous summer + current fall",0,"No"
"USGS-451021089064901",2018-11-06 02:29:00,2018-11-06 16:00:00,7.112,13.52,0.526288,3.048,3.048,2.032,1.524,1.524,105.8,0.06347,114.5,0.06868,0.508,29.464,29.464,41.91,"AO1",22.2,2018-11-06,2.67000007629395,FALSE,967032,19,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",1.9,0.125,2019,"Fall",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",,"Previous summer + current fall",0,"No"
"USGS-451021089064901",2018-11-06 19:29:00,2018-11-07 00:05:00,1.27,4.6,0.276098,3.048,1.524,1.016,1.016,0.508,21.86,0.008745,18.73,0.00749,7.112,19.05,36.576,49.022,"AO1",22.2,2018-11-06,2.67000007629395,FALSE,967032,20,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",1.9,0.125,2019,"Fall",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",,"Previous summer + current fall",0,"No"
"USGS-451021089064901",2018-11-24 07:09:00,2018-11-24 15:25:00,6.35,8.267,0.768096,3.048,1.524,2.032,1.524,1.27,96.62,0.05797,111.1,0.06669,0,0,0,0,"AO1",22.2,2018-11-24,2.57000017166138,FALSE,967032,21,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",1.9,0.125,2019,"Fall",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",,"Previous summer + current fall",0,"No"
"USGS-451021089064901",2018-11-24 20:39:00,2018-11-24 21:10:00,0.508,0.5167,0.983234,3.048,1.524,1.016,0.508,0.508,12.12,0.002424,11.96,0.002392,6.604,6.604,6.604,6.604,"AO1",22.2,2018-11-24,2.57000017166138,FALSE,967032,22,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",1.9,0.125,2019,"Fall",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",,"Previous summer + current fall",0,"No"
"USGS-451021089064901",2018-12-27 15:48:00,2018-12-28 02:28:00,7.874,10.67,0.738124,6.096,3.048,3.048,2.54,2.032,126.3,0.1263,145.7,0.1457,0,0,0,0,"AO1",22.2,2018-12-27,-5.30000019073486,TRUE,967032,23,TRUE,1,3000,3000,"1",TRUE,0.9455736728464,0.9455736728464,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",1.9,0.125,2019,"Fall",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",,"Previous summer + current fall",0,"No"
"USGS-451021089064901",2018-12-28 08:45:00,2018-12-28 10:59:00,0.762,2.233,0.341122,3.048,1.524,1.016,0.508,0.508,15.2,0.003041,13.38,0.002677,8.128,8.128,8.128,8.128,"AO1",22.2,2018-12-28,1.30000007152557,FALSE,967032,24,TRUE,1,3000,0,"1",TRUE,0.9455736728464,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",1.9,0.125,2019,"Fall",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",,"Previous summer + current fall",0,"No"
"USGS-451021089064901",2019-01-07 13:39:00,2019-01-07 17:56:00,6.35,4.283,1.482598,6.096,3.048,4.064,3.048,2.54,132.4,0.1589,147.8,0.1774,0,0,0,8.89,"AO1",22.2,2019-01-07,-3.4300000667572,TRUE,967032,25,TRUE,1,1030,1030,"2",FALSE,0.324646961010597,0.324646961010597,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",1.9,0.125,2019,"Spring",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"USGS-451021089064901",2019-02-04 05:32:00,2019-02-04 06:33:00,0.508,1.017,0.499618,3.048,1.524,1.016,0.508,0.254,11.96,0.002392,10.97,0.002193,0,0,0,0,"AO1",22.2,2019-02-04,1.06000006198883,FALSE,967032,26,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",1.9,0.125,2019,"Spring",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"USGS-451021089064901",2019-02-04 16:27:00,2019-02-04 21:31:00,6.35,5.067,1.253236,9.144,7.62,6.096,4.572,3.048,121.3,0.2184,139.4,0.2509,0.508,0.508,0.508,0.508,"AO1",22.2,2019-02-04,1.06000006198883,FALSE,967032,27,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",1.9,0.125,2019,"Spring",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"USGS-451021089064901",2019-03-13 00:57:00,2019-03-13 06:32:00,12.7,5.583,2.27457,9.144,7.62,7.112,5.588,5.08,253.4,0.5575,304.8,0.6706,0,0,0,0,"AO1",22.2,2019-03-13,-6.70000028610229,TRUE,967032,28,TRUE,1,785700,785700,"3",TRUE,247.645744918472,247.645744918472,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",1.9,0.125,2019,"Spring",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"USGS-451021089064901",2019-03-14 04:02:00,2019-03-14 08:05:00,7.112,4.05,1.756156,12.192,6.096,5.08,3.556,3.048,146.4,0.2049,169.5,0.2373,4.064,12.954,12.954,12.954,"AO1",22.2,2019-03-14,2.92000007629395,FALSE,967032,29,TRUE,1,785700,0,"3",TRUE,247.645744918472,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",1.9,0.125,2019,"Spring",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"USGS-451021089064901",2019-03-14 12:33:00,2019-03-14 14:49:00,2.54,2.267,1.120648,15.24,10.668,8.128,4.572,2.286,71.57,0.1288,71.66,0.129,7.112,20.066,20.066,20.066,"AO1",22.2,2019-03-14,2.92000007629395,FALSE,967032,30,TRUE,1,785700,0,"3",TRUE,247.645744918472,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",1.9,0.125,2019,"Spring",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"USGS-451021089064901",2019-03-14 23:40:00,2019-03-15 04:50:00,8.636,5.167,1.671574,12.192,10.668,9.144,6.096,4.318,187.4,0.4499,209.8,0.5036,9.652,22.606,22.606,22.606,"AO1",22.2,2019-03-14,2.92000007629395,FALSE,967032,31,TRUE,1,785700,0,"3",TRUE,247.645744918472,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",1.9,0.125,2019,"Spring",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"USGS-451021089064901",2019-04-02 23:03:00,2019-04-02 23:28:00,0.762,0.4167,1.8288,3.048,3.048,2.032,1.524,0.762,17.12,0.01027,18.73,0.01124,0,0,0,0,"AO1",22.2,2019-04-02,-1.31000006198883,TRUE,967032,32,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",1.9,0.125,2019,"Spring",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"USGS-451021089064901",2019-04-05 15:16:00,2019-04-05 15:41:00,0.508,0.4167,1.2192,3.048,1.524,1.016,1.016,0.508,12.2,0.004879,12.28,0.004913,0,0,1.016,1.016,"AO1",22.2,2019-04-05,0.310000002384186,FALSE,967032,33,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",1.9,0.125,2019,"Spring",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"USGS-451021089064901",2019-04-06 14:30:00,2019-04-07 00:04:00,10.16,9.567,1.061974,6.096,4.572,4.064,3.556,3.302,181.6,0.2542,217.1,0.3039,0.508,0.508,1.524,1.524,"AO1",22.2,2019-04-06,3.97000026702881,FALSE,967032,34,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",1.9,0.125,2019,"Spring",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"USGS-451021089064901",2019-04-07 06:46:00,2019-04-07 07:17:00,0.508,0.5167,0.983234,3.048,1.524,1.016,0.508,0.508,12.12,0.002424,11.96,0.002392,10.16,10.668,11.684,11.684,"AO1",22.2,2019-04-07,4.98000001907349,FALSE,967032,35,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",1.9,0.125,2019,"Spring",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"USGS-451021089064901",2019-04-07 20:41:00,2019-04-07 22:55:00,1.016,2.233,0.454914,3.048,1.524,2.032,1.016,0.508,18.96,0.007582,18.17,0.00727,2.032,10.668,12.192,12.192,"AO1",22.2,2019-04-07,4.98000001907349,FALSE,967032,36,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",1.9,0.125,2019,"Spring",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"USGS-451021089064901",2019-04-08 02:53:00,2019-04-08 05:27:00,0.762,2.567,0.296926,3.048,1.524,1.016,0.508,0.254,15.13,0.003026,12.81,0.002562,1.524,11.684,13.208,13.208,"AO1",22.2,2019-04-08,7.73000049591064,FALSE,967032,37,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",1.9,0.125,2019,"Spring",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"USGS-451021089064901",2019-04-08 21:19:00,2019-04-08 22:24:00,1.524,1.083,1.406652,12.192,7.62,5.08,2.54,1.27,44.87,0.04487,43.7,0.0437,1.27,3.81,13.97,13.97,"AO1",22.2,2019-04-08,7.73000049591064,FALSE,967032,38,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",1.9,0.125,2019,"Spring",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"USGS-451021089064901",2019-04-17 18:35:00,2019-04-18 03:29:00,36.576,8.9,4.10972,21.336,18.288,16.256,13.716,10.922,982.1,5.303,1050,5.669,0,0,0,14.478,"AO1",22.2,2019-04-17,8.46000003814697,FALSE,967032,39,TRUE,1,58920,58920,"4",FALSE,18.5710669347033,18.5710669347033,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",1.9,0.125,2019,"Spring",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"USGS-451021089064901",2019-04-22 22:43:00,2019-04-23 01:49:00,0.762,3.1,0.2457958,3.048,1.524,1.016,0.508,0.254,15.09,0.003017,12.27,0.002454,0,0,36.576,36.576,"AO1",22.2,2019-04-22,12.4800004959106,FALSE,967032,40,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",1.9,0.125,2019,"Spring",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"USGS-451021089064901",2019-04-25 16:20:00,2019-04-25 16:46:00,0.508,0.4333,1.17221,3.048,1.524,1.016,1.016,0.508,12.18,0.004872,12.22,0.00489,0,0,0.762,37.338,"AO1",22.2,2019-04-25,10.9700002670288,FALSE,967032,41,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",1.9,0.125,2019,"Spring",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"USGS-451021089064901",2019-04-29 12:44:00,2019-04-29 17:59:00,3.556,5.25,0.677418,3.048,3.048,2.032,1.524,1.27,55.84,0.0335,62.01,0.03721,0,0,1.524,38.1,"AO1",22.2,2019-04-29,6.14000034332275,FALSE,967032,42,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",1.9,0.125,2019,"Spring",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"USGS-451021089064901",2019-04-30 23:37:00,2019-05-01 01:23:00,1.016,1.767,0.575056,3.048,1.524,1.016,1.016,0.762,19.02,0.007607,18.88,0.007551,0,3.556,4.318,41.656,"AO1",22.2,2019-04-30,2.24000000953674,FALSE,967032,43,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",1.9,0.125,2019,"Spring",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"USGS-451021089064901",2019-05-01 04:23:00,2019-05-01 06:45:00,2.794,2.367,1.180592,6.096,4.572,4.064,2.54,1.27,53.89,0.05389,61.53,0.06153,1.016,4.572,5.334,42.672,"AO1",22.2,2019-05-01,2.30000019073486,FALSE,967032,44,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",1.9,0.125,2019,"Spring",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"USGS-451021089064901",2019-05-01 08:51:00,2019-05-01 13:10:00,11.938,4.317,2.76606,9.144,6.096,6.096,5.588,4.572,243.7,0.5362,295.3,0.6497,3.81,7.366,8.128,45.466,"AO1",22.2,2019-05-01,2.30000019073486,FALSE,967032,45,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",1.9,0.125,2019,"Spring",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
