"Field_Name","frozen","storm","unique_storm_number","Q_start","Q_end","runoff_volume","peak_discharge","rain_mm","duration_hr","Ievent_mm_hr","I5_mm_hr","I10_mm_hr","I30_mm_hr","I60_mm_hr","ARFdays1_mm","ARFdays2_mm","ARFdays7_mm","ARFdays14_mm","Q_event_id","BasinArea_ac","area_ft2","runoff_mm","first_P_start","Q_response_time_hr","Monitoring","FarmEnterprise","CropRotation","LandCover","LandCover_Updated","Tile","Tile_Notes","SoilType","Hydrologic_Group","DrainageClass","MeanSlope_per","Clay_Fraction","Water_Year","Season","Tillage_Basin_Coverage","Tillage_Total","Tillage_Fall","Tillage_Spring","Tillage_Summer","Tillage_Summer_Previous","Crop_Basin_Coverage","Previous_PerennialFrac","Current_PerennialFrac","Residue_Fall_Frac","Residue_Spring_Frac","PerennialFrac","Crop_Source","Tillage_Passes","Tillage_Window","Residue_Frac","Residue"
"AO1","Non-Frozen","Storm","2020-7",2020-07-18 10:49:00,2020-07-18 11:45:00,741.3,0.5574,27.686,0.5667,48.8696,158.496,123.444,54.356,27.686,0,0,44.196,97.536,18,22.2,967032,0.233651254560345,2020-07-18 10:40:00,0.15,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",1.9,0.125,2020,"Summer",1,1,0,1,0,0,1,0,1,0,0,1,"Current crop",1,"Current spring + summer",,
"AO1","Non-Frozen","Storm","2020-8",2020-07-26 11:28:00,2020-07-26 22:45:00,135700,9.82,116.332,6.633,17.5387,121.92,117.348,77.724,46.736,1.778,1.778,11.684,95.758,19,22.2,967032,42.7714491350855,2020-07-26 08:41:00,2.78333333333333,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",1.9,0.125,2020,"Summer",1,1,0,1,0,0,1,0,1,0,0,1,"Current crop",1,"Current spring + summer",,
"AO1","Non-Frozen","Storm","2023-5",2023-06-03 20:48:00,2023-06-03 21:11:00,34.5,0.0588,20.574,0.7167,28.702,112.776,91.44,39.116,20.574,0,0,0,0,34,22.2,967032,0.0108740972377336,2023-06-03 20:24:00,0.4,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",1.9,0.125,2023,"Summer",1,4,2,2,0,0,1,1,0,0,0,0,"Current crop",2,"Current spring + summer",,
"AO1","Non-Frozen","Storm","2023-6",2023-07-29 00:56:00,2023-07-29 02:00:00,1165,0.6054,35.814,1.083,33.0708,67.056,62.484,35.052,34.036,17.78,17.78,37.338,58.166,35,22.2,967032,0.367197776288685,2023-07-29 00:38:00,0.3,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",1.9,0.125,2023,"Summer",1,4,2,2,0,0,1,1,0,0,0,0,"Current crop",2,"Current spring + summer",,
"AO3","Non-Frozen","Storm","2021-2",2021-04-07 03:58:00,2021-04-07 04:42:00,94,0.09639,20.32,2.25,9.03224,67.056,44.196,20.828,17.78,12.7,12.7,12.7,29.718,37,22.4,975744,0.0293634395907123,2021-04-07 01:54:00,2.06666666666667,"Surface","Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",2.5,0.125,2021,"Spring",1,3,1,2,0,0,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"AO3","Non-Frozen","Storm","2021-3",2021-05-25 01:24:00,2021-05-26 02:08:00,16760,12.89,28.194,24.23,1.16332,85.344,47.244,20.828,12.7,0.508,1.016,21.844,25.908,38,22.4,975744,5.23543880362062,2021-05-25 00:37:00,0.783333333333333,"Surface","Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",2.5,0.125,2021,"Spring",1,3,1,2,0,0,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"AO3","Non-Frozen","Storm","2021-4",2021-05-27 21:55:00,2021-05-28 02:45:00,93.2,0.01161,12.446,9.083,1.370076,3.048,3.048,2.54,2.032,0,16.256,34.544,54.102,39,22.4,975744,0.0291135379771743,2021-05-27 15:56:00,5.98333333333333,"Surface","Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",2.5,0.125,2021,"Spring",1,3,1,2,0,0,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"AO3","Non-Frozen","Storm","2021-5",2021-05-31 21:30:00,2021-06-01 01:37:00,15350,6.924,16.764,2.383,7.03326,42.672,32.004,19.812,10.414,0,0.508,41.148,62.992,40,22.4,975744,4.79498720975994,,,"Surface","Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",2.5,0.125,2021,"Spring",1,3,1,2,0,0,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"AO3","Non-Frozen","Storm","2021-6",2021-06-09 01:15:00,2021-06-09 03:18:00,14810,10.71,20.066,2.533,7.91972,36.576,32.004,23.876,16.002,0,0,1.016,31.75,41,22.4,975744,4.6263036206218,2021-06-09 00:40:00,0.583333333333333,"Surface","Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",2.5,0.125,2021,"Summer",1,3,1,2,0,0,1,1,0,0,0,0,"Current crop",2,"Current spring + summer",,
"AO3","Non-Frozen","Storm","2021-7",2021-06-10 23:57:00,2021-06-11 20:57:00,24040,14.42,8.382,20.55,0.407924,12.192,7.62,4.064,2.794,0,20.32,20.32,40.386,42,22.4,975744,7.50954348681621,2021-06-10 23:43:00,0.233333333333333,"Surface","Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",2.5,0.125,2021,"Summer",1,3,1,2,0,0,1,1,0,0,0,0,"Current crop",2,"Current spring + summer",,
"AO3","Non-Frozen","Storm","2021-8",2021-06-21 02:11:00,2021-06-21 06:00:00,14640,6.433,25.654,8.317,3.08356,24.384,18.288,15.748,11.176,0,0.508,2.54,31.242,43,22.4,975744,4.57319952774498,2021-06-20 20:51:00,5.33333333333333,"Surface","Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",2.5,0.125,2021,"Summer",1,3,1,2,0,0,1,1,0,0,0,0,"Current crop",2,"Current spring + summer",,
"AO3","Non-Frozen","Storm","2021-9",2021-06-27 07:11:00,2021-06-27 09:15:00,180,0.05117,14.732,9.1,1.618996,9.144,9.144,5.08,3.81,3.048,3.048,36.83,39.37,44,22.4,975744,0.0562278630460449,2021-06-26 23:53:00,7.3,"Surface","Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",2.5,0.125,2021,"Summer",1,3,1,2,0,0,1,1,0,0,0,0,"Current crop",2,"Current spring + summer",,
"AO3","Non-Frozen","Storm","2021-10",2021-06-29 20:18:00,2021-06-29 22:25:00,4385,3.643,23.622,1.85,12.76858,100.584,80.772,40.132,21.844,4.064,4.064,30.734,58.42,45,22.4,975744,1.36977321920504,2021-06-29 19:51:00,0.45,"Surface","Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",2.5,0.125,2021,"Summer",1,3,1,2,0,0,1,1,0,0,0,0,"Current crop",2,"Current spring + summer",,
"AO3","Non-Frozen","Storm","2021-11",2021-07-05 19:54:00,2021-07-05 21:07:00,1003,1.594,9.398,0.2333,40.2844,60.96,50.292,18.796,9.398,0,0,27.94,54.61,46,22.4,975744,0.313314147973239,2021-07-05 19:42:00,0.2,"Surface","Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",2.5,0.125,2021,"Summer",1,3,1,2,0,0,1,1,0,0,0,0,"Current crop",2,"Current spring + summer",,
"AO3","Non-Frozen","Storm","2021-12",2021-07-06 20:50:00,2021-07-07 17:00:00,7483,3.867,39.116,19.33,2.023364,106.68,73.152,25.4,12.7,1.524,10.922,13.97,65.532,47,22.4,975744,2.33751721763085,2021-07-06 20:49:00,0.0166666666666667,"Surface","Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",2.5,0.125,2021,"Summer",1,3,1,2,0,0,1,1,0,0,0,0,"Current crop",2,"Current spring + summer",,
"AO3","Non-Frozen","Storm","2021-13",2021-07-14 20:50:00,2021-07-15 02:45:00,298.8,0.09417,16.002,6.467,2.474468,21.336,15.24,11.176,7.112,0,0,0,50.038,48,22.4,975744,0.0933382526564345,2021-07-14 20:12:00,0.633333333333333,"Surface","Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",2.5,0.125,2021,"Summer",1,3,1,2,0,0,1,1,0,0,0,0,"Current crop",2,"Current spring + summer",,
"AO3","Non-Frozen","Storm","2021-14",2021-07-20 08:15:00,2021-07-24 15:00:00,6758,2.775,26.162,31.62,0.827532,42.672,39.624,23.876,16.51,0,0,0,16.764,49,22.4,975744,2.11104388036206,,,"Surface","Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",2.5,0.125,2021,"Summer",1,3,1,2,0,0,1,1,0,0,0,0,"Current crop",2,"Current spring + summer",,
"AO3","Non-Frozen","Storm","2021-15",2021-07-27 07:48:00,2021-07-27 13:30:00,2591,0.8418,22.86,7.1,3.22072,27.432,25.908,15.24,9.398,0,0,26.162,42.926,50,22.4,975744,0.809368850846124,2021-07-27 04:37:00,3.18333333333333,"Surface","Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",2.5,0.125,2021,"Summer",1,3,1,2,0,0,1,1,0,0,0,0,"Current crop",2,"Current spring + summer",,
"AO3","Non-Frozen","Storm","2021-16",2021-07-29 01:53:00,2021-07-29 04:45:00,423,0.3547,6.35,1.817,3.49504,21.336,15.24,8.636,5.334,1.27,24.13,50.292,54.356,51,22.4,975744,0.132135478158205,2021-07-29 00:51:00,1.03333333333333,"Surface","Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",2.5,0.125,2021,"Summer",1,3,1,2,0,0,1,1,0,0,0,0,"Current crop",2,"Current spring + summer",,
"AO3","Non-Frozen","Storm","2021-17",2021-08-08 02:06:00,2021-08-09 10:45:00,14440,5.649,66.802,37.42,1.785366,112.776,83.82,33.02,20.32,0,1.016,2.54,33.274,52,22.4,975744,4.51072412436049,2021-08-07 19:43:00,6.38333333333333,"Surface","Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",2.5,0.125,2021,"Summer",1,3,1,2,0,0,1,1,0,0,0,0,"Current crop",2,"Current spring + summer",,
"AO3","Non-Frozen","Storm","2021-18",2021-08-11 18:20:00,2021-08-11 21:45:00,4327,3.316,16.002,1.6,10.00252,79.248,64.008,30.988,15.494,0,0,67.818,77.216,53,22.4,975744,1.35165535222353,2021-08-11 17:07:00,1.21666666666667,"Surface","Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",2.5,0.125,2021,"Summer",1,3,1,2,0,0,1,1,0,0,0,0,"Current crop",2,"Current spring + summer",,
"AO3","Non-Frozen","Storm","2021-19",2021-08-24 15:59:00,2021-08-24 20:00:00,915,0.2588,17.018,3.817,4.4577,27.432,16.764,8.636,7.366,0,0,0,16.51,54,22.4,975744,0.285824970484061,2021-08-24 14:50:00,1.15,"Surface","Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",2.5,0.125,2021,"Summer",1,3,1,2,0,0,1,1,0,0,0,0,"Current crop",2,"Current spring + summer",,
"AO3","Non-Frozen","Storm","2021-20",2021-08-27 06:43:00,2021-08-27 20:45:00,412.4,0.09207,16.256,16.35,0.994156,9.144,7.62,6.096,5.588,0,0,17.018,17.018,55,22.4,975744,0.128824281778827,2021-08-27 04:03:00,2.66666666666667,"Surface","Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",2.5,0.125,2021,"Summer",1,3,1,2,0,0,1,1,0,0,0,0,"Current crop",2,"Current spring + summer",,
"AO3","Non-Frozen","Storm","2021-21",2021-08-29 06:21:00,2021-08-29 12:00:00,5523,3.109,17.272,4.167,4.14528,67.056,51.816,24.892,13.97,0,16.256,37.084,37.084,56,22.4,975744,1.72525826446281,2021-08-29 06:15:00,0.1,"Surface","Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",2.5,0.125,2021,"Summer",1,3,1,2,0,0,1,1,0,0,0,0,"Current crop",2,"Current spring + summer",,
"AO3","Non-Frozen","Storm","2021-22",2021-09-07 10:23:00,2021-09-07 12:30:00,1282,0.8109,9.144,0.5833,15.67434,42.672,32.004,17.272,9.144,0,0.508,3.556,57.912,57,22.4,975744,0.400467335694608,2021-09-07 10:06:00,0.283333333333333,"Surface","Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",2.5,0.125,2021,"Summer",1,3,1,2,0,0,1,1,0,0,0,0,"Current crop",2,"Current spring + summer",,
"AO3","Non-Frozen","Storm","2021-23",2021-09-14 08:45:00,2021-09-14 10:30:00,122.2,0.08048,5.588,1.083,5.15874,18.288,12.192,7.62,4.826,0,0,9.398,12.954,58,22.4,975744,0.038172471467926,2021-09-14 08:12:00,0.55,"Surface","Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",2.5,0.125,2021,"Summer",1,3,1,2,0,0,1,1,0,0,0,0,"Current crop",2,"Current spring + summer",,
"AO3","Non-Frozen","Storm","2021-24",2021-09-21 01:55:00,2021-09-21 05:15:00,14520,6.473,25.654,3.283,7.81304,76.2,64.008,40.64,23.368,0,0,5.588,14.986,59,22.4,975744,4.53571428571429,2021-09-21 01:14:00,0.683333333333333,"Surface","Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",2.5,0.125,2021,"Summer",1,3,1,2,0,0,1,1,0,0,0,0,"Current crop",2,"Current spring + summer",,
"AO3","Non-Frozen","Storm","2021-25",2021-09-24 23:53:00,2021-09-25 02:45:00,209,0.0553,9.906,3.1,3.19532,9.144,7.62,6.604,5.334,0,0,25.654,31.242,60,22.4,975744,0.0652867965367965,2021-09-24 21:56:00,1.95,"Surface","Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",2.5,0.125,2021,"Summer",1,3,1,2,0,0,1,1,0,0,0,0,"Current crop",2,"Current spring + summer",,
"AO3","Non-Frozen","Storm","2022-1",2021-10-03 22:04:00,2021-10-03 23:15:00,316.4,0.2405,7.366,1.133,6.49986,42.672,24.384,13.716,7.112,0.254,7.366,7.366,42.926,61,22.4,975744,0.09883608815427,2021-10-03 21:43:00,0.35,"Surface","Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",2.5,0.125,2022,"Fall",1,5,2,0,3,0,1,0,0,0,0,0,"Previous crop",2,"Previous summer + current fall",0,"No"
"AO3","Non-Frozen","Storm","2022-2",2021-10-12 06:49:00,2021-10-12 09:30:00,266.1,0.1024,14.986,6.917,2.16662,18.288,18.288,13.716,9.144,0.508,1.27,1.524,16.51,62,22.4,975744,0.0831235242030697,2021-10-12 01:57:00,4.86666666666667,"Surface","Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",2.5,0.125,2022,"Fall",1,5,2,0,3,0,1,0,0,0,0,0,"Previous crop",2,"Previous summer + current fall",0,"No"
"AO3","Non-Frozen","Storm","2022-3",2021-11-11 16:30:00,2021-11-11 19:15:00,124.3,0.0273,12.192,3.5,3.48234,9.144,7.62,5.588,4.826,7.366,7.366,7.366,8.636,63,22.4,975744,0.0388284632034632,2021-11-11 15:15:00,1.25,"Surface","Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",2.5,0.125,2022,"Fall",1,5,2,0,3,0,1,0,0,0,0,0,"Previous crop",2,"Previous summer + current fall",0,"No"
"AO3","Non-Frozen","Storm","2022-10",2022-04-19 18:15:00,2022-04-19 22:45:00,492.6,0.1306,0,,,,,,,2.54,3.048,27.432,45.72,70,22.4,975744,0.153876918536009,,,"Surface","Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",2.5,0.125,2022,"Spring",1,5,2,0,3,0,1,0,0,0,0,0,"Previous crop",2,"Current fall + spring",0,"No"
"AO3","Non-Frozen","Storm","2022-11",2022-04-20 23:06:00,2022-04-21 10:30:00,10880,1.602,10.668,5.817,1.834134,12.192,9.144,6.096,4.572,0,0,8.382,31.75,71,22.4,975744,3.39866194411649,2022-04-20 23:01:00,0.0833333333333333,"Surface","Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",2.5,0.125,2022,"Spring",1,5,2,0,3,0,1,0,0,0,0,0,"Previous crop",2,"Current fall + spring",0,"No"
"AO3","Non-Frozen","Storm","2022-12",2022-04-24 06:30:00,2022-04-24 07:46:00,219.3,0.1017,3.556,1.3,2.73558,24.384,15.24,6.604,3.302,0.508,1.016,14.732,39.116,72,22.4,975744,0.068504279811098,2022-04-24 06:08:00,0.366666666666667,"Surface","Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",2.5,0.125,2022,"Spring",1,5,2,0,3,0,1,0,0,0,0,0,"Previous crop",2,"Current fall + spring",0,"No"
"AO3","Non-Frozen","Storm","2022-13",2022-04-30 19:30:00,2022-05-01 04:05:00,2623,0.6086,26.924,8.317,3.2385,30.48,25.908,17.272,10.922,0.254,0.254,5.08,19.558,73,22.4,975744,0.819364915387643,2022-04-30 16:49:00,2.68333333333333,"Surface","Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",2.5,0.125,2022,"Spring",1,5,2,0,3,0,1,0,0,0,0,0,"Previous crop",2,"Current fall + spring",0,"No"
"AO3","Non-Frozen","Storm","2022-14",2022-05-12 08:08:00,2022-05-13 01:00:00,2924,1.36,28.956,17.6,1.645158,60.96,44.196,17.78,10.922,0,0.508,0.508,33.02,74,22.4,975744,0.913390397481307,2022-05-12 06:40:00,1.46666666666667,"Surface","Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",2.5,0.125,2022,"Spring",1,5,2,0,3,0,1,0,0,0,0,0,"Previous crop",2,"Current fall + spring",0,"No"
"AO3","Non-Frozen","Storm","2022-15",2022-05-19 02:37:00,2022-05-19 03:45:00,307.5,0.1419,11.176,1.733,6.44652,18.288,12.192,7.112,6.858,0.508,0.508,30.734,31.242,75,22.4,975744,0.09605593270366,2022-05-19 01:14:00,1.38333333333333,"Surface","Potato and vegetable","Potato-Alfalfa-Green Bean-Corn","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","High-infiltration","Well drained",2.5,0.125,2022,"Spring",1,5,2,0,3,0,1,0,0,0,0,0,"Previous crop",2,"Current fall + spring",0,"No"
