"USGS_Station_Number","P_start","P_end","rain","duration","Ievent","I5","I10","I15","I30","I60","energy_m1","erosivity_m1","energy_m2","erosivity_m2","ARFdays1","ARFdays2","ARFdays7","ARFdays14","Field_Name","BasinArea_ac","Date","Tmp","P_frozen","area_ft2","P_event_id","Associated_Q","Q_event_count","Q_total_volume_raw","Q_total_volume","Q_event_ids","Shared_Q","Q_total_in_raw","Q_total_in","Monitoring","FarmEnterprise","CropRotation","LandCover","LandCover_Updated","Tile","Tile_Notes","SoilType","HydrologicGroup","DrainageClass","MeanSlope_per","Clay_Fraction","Water_Year","Season","Tillage_Basin_Coverage","Tillage_Total","Tillage_Fall","Tillage_Spring","Tillage_Summer","Tillage_Summer_Previous","Crop_Basin_Coverage","Previous_PerennialFrac","Current_PerennialFrac","Residue_Fall_Frac","Residue_Spring_Frac","PerennialFrac","Crop_Source","Tillage_Passes","Tillage_Window","Residue_Frac","Residue"
"USGS-451021089064901",2018-10-10 13:09:00,2018-10-10 20:30:00,0.64,7.35,0.08707,0.96,0.72,0.64,0.6,0.41,443.3,2.66,456,2.736,0.96,1.36,2.85,4.28,"AO1",22.2,2018-10-10,10.7500009536743,FALSE,967032,11,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","B","Well drained",1.9,12.5,2019,"Fall",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",,"Previous summer + current fall",0,"No"
"USGS-451021089064901",2018-10-10 23:59:00,2018-10-11 01:05:00,0.06,1.1,0.05455,0.36,0.3,0.2,0.1,0.05,31.76,0.03176,35,0.035,1.19,1.75,3.48,4.92,"AO1",22.2,2018-10-10,10.7500009536743,FALSE,967032,12,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","B","Well drained",1.9,12.5,2019,"Fall",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",,"Previous summer + current fall",0,"No"
"USGS-451021089064901",2018-10-14 15:24:00,2018-10-15 00:20:00,0.24,8.933,0.02687,0.12,0.12,0.08,0.08,0.06,96.5,0.0772,110.8,0.08861,0,0,2.75,4.98,"AO1",22.2,2018-10-14,3.30000019073486,FALSE,967032,13,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","B","Well drained",1.9,12.5,2019,"Fall",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",,"Previous summer + current fall",0,"No"
"USGS-451021089064901",2018-10-15 15:59:00,2018-10-15 17:50:00,0.14,1.85,0.07568,0.24,0.18,0.12,0.12,0.1,66.26,0.07951,80.83,0.097,0.22,0.25,2.14,5.23,"AO1",22.2,2018-10-15,0.820000052452087,FALSE,967032,14,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","B","Well drained",1.9,12.5,2019,"Fall",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",,"Previous summer + current fall",0,"No"
"USGS-451021089064901",2018-10-20 10:59:00,2018-10-20 11:10:00,0.02,0.1833,0.1091,0.12,0.06,0.08,0.04,0.02,12.72,0.00509,13.54,0.005417,0,0,0.39,3.14,"AO1",22.2,2018-10-20,6.46000051498413,FALSE,967032,15,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","B","Well drained",1.9,12.5,2019,"Fall",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",,"Previous summer + current fall",0,"No"
"USGS-451021089064901",2018-10-20 13:34:00,2018-10-20 13:50:00,0.03,0.2667,0.1125,0.12,0.12,0.08,0.06,0.03,17.55,0.01053,19.65,0.01179,0.02,0.02,0.41,3.16,"AO1",22.2,2018-10-20,6.46000051498413,FALSE,967032,16,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","B","Well drained",1.9,12.5,2019,"Fall",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",,"Previous summer + current fall",0,"No"
"USGS-451021089064901",2018-10-28 09:34:00,2018-10-28 14:45:00,0.48,5.183,0.0926,0.36,0.3,0.32,0.26,0.22,250.6,0.6515,296.1,0.7699,0,0,0,0.44,"AO1",22.2,2018-10-28,5.69000005722046,FALSE,967032,17,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","B","Well drained",1.9,12.5,2019,"Fall",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",,"Previous summer + current fall",0,"No"
"USGS-451021089064901",2018-11-04 11:19:00,2018-11-05 03:30:00,1.15,16.18,0.07106,0.24,0.24,0.2,0.14,0.14,539.1,0.7548,663.6,0.929,0,0,0.38,0.49,"AO1",22.2,2018-11-04,2.58000016212463,FALSE,967032,18,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","B","Well drained",1.9,12.5,2019,"Fall",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",,"Previous summer + current fall",0,"No"
"USGS-451021089064901",2018-11-06 02:29:00,2018-11-06 16:00:00,0.28,13.52,0.02072,0.12,0.12,0.08,0.06,0.06,105.8,0.06347,114.5,0.06868,0.02,1.16,1.16,1.65,"AO1",22.2,2018-11-06,2.67000007629395,FALSE,967032,19,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","B","Well drained",1.9,12.5,2019,"Fall",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",,"Previous summer + current fall",0,"No"
"USGS-451021089064901",2018-11-06 19:29:00,2018-11-07 00:05:00,0.05,4.6,0.01087,0.12,0.06,0.04,0.04,0.02,21.86,0.008745,18.73,0.00749,0.28,0.75,1.44,1.93,"AO1",22.2,2018-11-06,2.67000007629395,FALSE,967032,20,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","B","Well drained",1.9,12.5,2019,"Fall",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",,"Previous summer + current fall",0,"No"
"USGS-451021089064901",2018-11-24 07:09:00,2018-11-24 15:25:00,0.25,8.267,0.03024,0.12,0.06,0.08,0.06,0.05,96.62,0.05797,111.1,0.06669,0,0,0,0,"AO1",22.2,2018-11-24,2.57000017166138,FALSE,967032,21,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","B","Well drained",1.9,12.5,2019,"Fall",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",,"Previous summer + current fall",0,"No"
"USGS-451021089064901",2018-11-24 20:39:00,2018-11-24 21:10:00,0.02,0.5167,0.03871,0.12,0.06,0.04,0.02,0.02,12.12,0.002424,11.96,0.002392,0.26,0.26,0.26,0.26,"AO1",22.2,2018-11-24,2.57000017166138,FALSE,967032,22,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","B","Well drained",1.9,12.5,2019,"Fall",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",,"Previous summer + current fall",0,"No"
"USGS-451021089064901",2018-12-28 08:45:00,2018-12-28 10:59:00,0.03,2.233,0.01343,0.12,0.06,0.04,0.02,0.02,15.2,0.003041,13.38,0.002677,0.32,0.32,0.32,0.32,"AO1",22.2,2018-12-28,1.30000007152557,FALSE,967032,24,TRUE,1,3000,0,"1",TRUE,0.0372273099545827,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","B","Well drained",1.9,12.5,2019,"Fall",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",,"Previous summer + current fall",0,"No"
"USGS-451021089064901",2019-02-04 05:32:00,2019-02-04 06:33:00,0.02,1.017,0.01967,0.12,0.06,0.04,0.02,0.01,11.96,0.002392,10.97,0.002193,0,0,0,0,"AO1",22.2,2019-02-04,1.06000006198883,FALSE,967032,26,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","B","Well drained",1.9,12.5,2019,"Spring",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"USGS-451021089064901",2019-02-04 16:27:00,2019-02-04 21:31:00,0.25,5.067,0.04934,0.36,0.3,0.24,0.18,0.12,121.3,0.2184,139.4,0.2509,0.02,0.02,0.02,0.02,"AO1",22.2,2019-02-04,1.06000006198883,FALSE,967032,27,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","B","Well drained",1.9,12.5,2019,"Spring",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"USGS-451021089064901",2019-03-14 04:02:00,2019-03-14 08:05:00,0.28,4.05,0.06914,0.48,0.24,0.2,0.14,0.12,146.4,0.2049,169.5,0.2373,0.16,0.51,0.51,0.51,"AO1",22.2,2019-03-14,2.92000007629395,FALSE,967032,29,TRUE,1,785700,0,"3",TRUE,9.7498324771052,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","B","Well drained",1.9,12.5,2019,"Spring",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"USGS-451021089064901",2019-03-14 12:33:00,2019-03-14 14:49:00,0.1,2.267,0.04412,0.6,0.42,0.32,0.18,0.09,71.57,0.1288,71.66,0.129,0.28,0.79,0.79,0.79,"AO1",22.2,2019-03-14,2.92000007629395,FALSE,967032,30,TRUE,1,785700,0,"3",TRUE,9.7498324771052,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","B","Well drained",1.9,12.5,2019,"Spring",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"USGS-451021089064901",2019-03-14 23:40:00,2019-03-15 04:50:00,0.34,5.167,0.06581,0.48,0.42,0.36,0.24,0.17,187.4,0.4499,209.8,0.5036,0.38,0.89,0.89,0.89,"AO1",22.2,2019-03-14,2.92000007629395,FALSE,967032,31,TRUE,1,785700,0,"3",TRUE,9.7498324771052,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","B","Well drained",1.9,12.5,2019,"Spring",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"USGS-451021089064901",2019-04-05 15:16:00,2019-04-05 15:41:00,0.02,0.4167,0.048,0.12,0.06,0.04,0.04,0.02,12.2,0.004879,12.28,0.004913,0,0,0.04,0.04,"AO1",22.2,2019-04-05,0.310000002384186,FALSE,967032,33,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","B","Well drained",1.9,12.5,2019,"Spring",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"USGS-451021089064901",2019-04-06 14:30:00,2019-04-07 00:04:00,0.4,9.567,0.04181,0.24,0.18,0.16,0.14,0.13,181.6,0.2542,217.1,0.3039,0.02,0.02,0.06,0.06,"AO1",22.2,2019-04-06,3.97000026702881,FALSE,967032,34,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","B","Well drained",1.9,12.5,2019,"Spring",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"USGS-451021089064901",2019-04-07 06:46:00,2019-04-07 07:17:00,0.02,0.5167,0.03871,0.12,0.06,0.04,0.02,0.02,12.12,0.002424,11.96,0.002392,0.4,0.42,0.46,0.46,"AO1",22.2,2019-04-07,4.98000001907349,FALSE,967032,35,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","B","Well drained",1.9,12.5,2019,"Spring",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"USGS-451021089064901",2019-04-07 20:41:00,2019-04-07 22:55:00,0.04,2.233,0.01791,0.12,0.06,0.08,0.04,0.02,18.96,0.007582,18.17,0.00727,0.08,0.42,0.48,0.48,"AO1",22.2,2019-04-07,4.98000001907349,FALSE,967032,36,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","B","Well drained",1.9,12.5,2019,"Spring",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"USGS-451021089064901",2019-04-08 02:53:00,2019-04-08 05:27:00,0.03,2.567,0.01169,0.12,0.06,0.04,0.02,0.01,15.13,0.003026,12.81,0.002562,0.06,0.46,0.52,0.52,"AO1",22.2,2019-04-08,7.73000049591064,FALSE,967032,37,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","B","Well drained",1.9,12.5,2019,"Spring",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"USGS-451021089064901",2019-04-08 21:19:00,2019-04-08 22:24:00,0.06,1.083,0.05538,0.48,0.3,0.2,0.1,0.05,44.87,0.04487,43.7,0.0437,0.05,0.15,0.55,0.55,"AO1",22.2,2019-04-08,7.73000049591064,FALSE,967032,38,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","B","Well drained",1.9,12.5,2019,"Spring",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"USGS-451021089064901",2019-04-17 18:35:00,2019-04-18 03:29:00,1.44,8.9,0.1618,0.84,0.72,0.64,0.54,0.43,982.1,5.303,1050,5.669,0,0,0,0.57,"AO1",22.2,2019-04-17,8.46000003814697,FALSE,967032,39,TRUE,1,58920,58920,"4",FALSE,0.731144367508004,0.731144367508004,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","B","Well drained",1.9,12.5,2019,"Spring",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"USGS-451021089064901",2019-04-22 22:43:00,2019-04-23 01:49:00,0.03,3.1,0.009677,0.12,0.06,0.04,0.02,0.01,15.09,0.003017,12.27,0.002454,0,0,1.44,1.44,"AO1",22.2,2019-04-22,12.4800004959106,FALSE,967032,40,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","B","Well drained",1.9,12.5,2019,"Spring",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"USGS-451021089064901",2019-04-25 16:20:00,2019-04-25 16:46:00,0.02,0.4333,0.04615,0.12,0.06,0.04,0.04,0.02,12.18,0.004872,12.22,0.00489,0,0,0.03,1.47,"AO1",22.2,2019-04-25,10.9700002670288,FALSE,967032,41,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","B","Well drained",1.9,12.5,2019,"Spring",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"USGS-451021089064901",2019-04-29 12:44:00,2019-04-29 17:59:00,0.14,5.25,0.02667,0.12,0.12,0.08,0.06,0.05,55.84,0.0335,62.01,0.03721,0,0,0.06,1.5,"AO1",22.2,2019-04-29,6.14000034332275,FALSE,967032,42,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","B","Well drained",1.9,12.5,2019,"Spring",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"USGS-451021089064901",2019-04-30 23:37:00,2019-05-01 01:23:00,0.04,1.767,0.02264,0.12,0.06,0.04,0.04,0.03,19.02,0.007607,18.88,0.007551,0,0.14,0.17,1.64,"AO1",22.2,2019-04-30,2.24000000953674,FALSE,967032,43,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","B","Well drained",1.9,12.5,2019,"Spring",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"USGS-451021089064901",2019-05-01 04:23:00,2019-05-01 06:45:00,0.11,2.367,0.04648,0.24,0.18,0.16,0.1,0.05,53.89,0.05389,61.53,0.06153,0.04,0.18,0.21,1.68,"AO1",22.2,2019-05-01,2.30000019073486,FALSE,967032,44,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","B","Well drained",1.9,12.5,2019,"Spring",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"USGS-451021089064901",2019-05-01 08:51:00,2019-05-01 13:10:00,0.47,4.317,0.1089,0.36,0.24,0.24,0.22,0.18,243.7,0.5362,295.3,0.6497,0.15,0.29,0.32,1.79,"AO1",22.2,2019-05-01,2.30000019073486,FALSE,967032,45,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","B","Well drained",1.9,12.5,2019,"Spring",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"USGS-451021089064901",2019-05-06 10:03:00,2019-05-06 12:19:00,0.22,2.267,0.09706,0.24,0.24,0.24,0.18,0.11,112.7,0.2029,135,0.243,0.01,0.01,0.78,0.84,"AO1",22.2,2019-05-06,11.7700004577637,FALSE,967032,46,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","B","Well drained",1.9,12.5,2019,"Spring",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"USGS-451021089064901",2019-05-08 18:23:00,2019-05-09 05:17:00,1.13,10.9,0.1037,0.48,0.42,0.36,0.32,0.26,614.6,1.967,724.1,2.317,0,0,0.24,1.03,"AO1",22.2,2019-05-08,7.51000022888184,FALSE,967032,47,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","B","Well drained",1.9,12.5,2019,"Spring",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"USGS-451021089064901",2019-05-09 08:37:00,2019-05-09 09:47:00,0.09,1.167,0.07714,0.36,0.3,0.24,0.14,0.08,54.98,0.07697,59.43,0.0832,1.13,1.13,1.36,2.16,"AO1",22.2,2019-05-09,5.44000005722046,FALSE,967032,48,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","B","Well drained",1.9,12.5,2019,"Spring",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"USGS-451021089064901",2019-05-09 12:19:00,2019-05-09 16:25:00,0.29,4.1,0.07073,0.48,0.36,0.28,0.2,0.15,157.4,0.3148,177.4,0.3549,1.22,1.22,1.45,2.25,"AO1",22.2,2019-05-09,5.44000005722046,FALSE,967032,49,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","B","Well drained",1.9,12.5,2019,"Spring",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
"USGS-451021089064901",2019-05-16 10:45:00,2019-05-16 12:33:00,0.2,1.8,0.1111,0.36,0.3,0.28,0.22,0.16,109.3,0.2404,128.3,0.2822,0,0,0.29,1.74,"AO1",22.2,2019-05-16,14.8100004196167,FALSE,967032,50,FALSE,0,0,0,,FALSE,0,0,"Surface","Potato","Potato-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Antigo silt loam","B","Well drained",1.9,12.5,2019,"Spring",1,3,1,2,0,,1,1,0,0,0,1,"Previous crop",3,"Current fall + spring",0,"No"
