"Analysis","Season","Term","Estimate","Std_Error","Statistic","P_Value"
"Runoff coefficient","Growing season","Tillage_Passes",-0.302621710590602,0.105977099505105,-2.85553871547528,
"Runoff coefficient","Growing season","PerennialFrac",0.0880850444607889,0.11592218535759,0.759863560103439,
"Runoff coefficient","Growing season","MeanSlope_per",-0.138387814796718,0.208365569004881,-0.664158744929092,
"Runoff coefficient","Growing season","Hydrologic_GroupModerate-infiltration",0.467414484714341,0.609350352612645,0.767070180086479,
"Runoff coefficient","Growing season","Hydrologic_GroupHigh-infiltration",-0.747171603573596,0.607960314786083,-1.22898088148483,
"Runoff coefficient","Growing season","TileYes",0.0586161821244562,0.620812766346231,0.0944184548095546,
"Runoff coefficient","Post-growing season","(Intercept)",0.201301854362397,0.927645481447562,0.217003002104071,
"Runoff coefficient","Post-growing season","log_I30",0.0995399208262096,0.177359660161194,0.561232022748253,
"Runoff coefficient","Post-growing season","log_Dur",0.264546396962935,0.158220713524197,1.67200862055572,
"Runoff coefficient","Post-growing season","log_ARFdays7",0.317718835912679,0.162183923734267,1.95900326368506,
"Runoff coefficient","Post-growing season","Tillage_Passes",0.0342119178385249,0.217153421597607,0.157547219780496,
"Runoff coefficient","Post-growing season","PerennialFrac",0.525593243206478,0.210980223331271,2.49119673354984,
"Runoff coefficient","Post-growing season","Residue_Frac",-0.365191146109751,0.270281260640706,-1.35115229684833,
"Runoff coefficient","Post-growing season","MeanSlope_per",-0.453493800009098,0.217412114212899,-2.08587180917167,
"Runoff coefficient","Post-growing season","Hydrologic_GroupModerate-infiltration",-2.26925150530208,0.992769266554303,-2.28577936661776,
"Runoff coefficient","Post-growing season","Hydrologic_GroupHigh-infiltration",-4.95884484348222,0.986761427282789,-5.0253736175493,
"Runoff coefficient","Post-growing season","TileYes",-2.2903997097442,1.09418096491667,-2.0932549397061,
