"Season","Rep","Comparison","Smaller_Model","Larger_Model","Delta_AIC","Chisq","P_Value"
"Pre-growing season",11,"Storm_Agricultural","Storm","Agricultural",0.603435937498546,6.60343593749855,0.0856712980678768
"Pre-growing season",11,"Storm_Site","Storm","Site",3.31016616655029,11.3101661665503,0.0232906765358537
"Pre-growing season",11,"Agricultural_Full","Agricultural","Full",1.81888684210753,9.81888684210753,0.0435915580594011
"Pre-growing season",11,"Site_Full","Site","Full",-0.887843386944212,5.11215661305579,0.163766311905206
"Pre-growing season",12,"Storm_Agricultural","Storm","Agricultural",-1.66080482586472,4.33919517413528,0.227090063018018
"Pre-growing season",12,"Storm_Site","Storm","Site",9.52550834002079,17.5255083400208,0.00152741331236757
"Pre-growing season",12,"Agricultural_Full","Agricultural","Full",11.0848253323224,19.0848253323224,0.000756350062339174
"Pre-growing season",12,"Site_Full","Site","Full",-0.101487833563112,5.89851216643689,0.116653590658636
"Pre-growing season",13,"Storm_Agricultural","Storm","Agricultural",-0.0950242397618695,5.90497576023813,0.116326003397588
"Pre-growing season",13,"Storm_Site","Storm","Site",2.36001896333931,10.3600189633393,0.0347808032222648
"Pre-growing season",13,"Agricultural_Full","Agricultural","Full",13.0249579236644,21.0249579236644,0.000313081384241082
"Pre-growing season",13,"Site_Full","Site","Full",10.5699147205632,16.5699147205632,0.00086627572724869
"Pre-growing season",14,"Storm_Agricultural","Storm","Agricultural",-5.51605033969764,0.483949660302358,0.922403184139848
"Pre-growing season",14,"Storm_Site","Storm","Site",13.8396479725569,21.8396479725569,0.000215700197056509
"Pre-growing season",14,"Agricultural_Full","Agricultural","Full",14.5467421105953,22.5467421105953,0.000155955617456768
"Pre-growing season",14,"Site_Full","Site","Full",-4.80895620165927,1.19104379834073,0.755153170645233
"Pre-growing season",15,"Storm_Agricultural","Storm","Agricultural",-3.59679229469032,2.40320770530968,0.493037788700521
"Pre-growing season",15,"Storm_Site","Storm","Site",5.17168147228443,13.1716814722844,0.0104666916526751
"Pre-growing season",15,"Agricultural_Full","Agricultural","Full",7.71835318415759,15.7183531841576,0.00342134076832659
"Pre-growing season",15,"Site_Full","Site","Full",-1.05012058281716,4.94987941718284,0.175504224601887
"Pre-growing season",16,"Storm_Agricultural","Storm","Agricultural",-4.89864077968514,1.10135922031486,0.776745972585118
"Pre-growing season",16,"Storm_Site","Storm","Site",-0.759997677675358,7.24000232232464,0.12373585281753
"Pre-growing season",16,"Agricultural_Full","Agricultural","Full",0.313997318522638,8.31399731852264,0.0807300905305477
"Pre-growing season",16,"Site_Full","Site","Full",-3.82464578348714,2.17535421651286,0.536819122109007
"Pre-growing season",17,"Storm_Agricultural","Storm","Agricultural",0.712327356632898,6.7123273566329,0.0816546161119523
"Pre-growing season",17,"Storm_Site","Storm","Site",3.94995588056923,11.9499558805692,0.017727312045545
"Pre-growing season",17,"Agricultural_Full","Agricultural","Full",5.01036188455936,13.0103618845594,0.0112252747625502
"Pre-growing season",17,"Site_Full","Site","Full",1.77273336062302,7.77273336062302,0.0509497172213505
"Pre-growing season",18,"Storm_Agricultural","Storm","Agricultural",-1.19594655078379,4.80405344921621,0.18672060456328
"Pre-growing season",18,"Storm_Site","Storm","Site",2.30835714421573,10.3083571442157,0.0355417478244311
"Pre-growing season",18,"Agricultural_Full","Agricultural","Full",5.8009113942274,13.8009113942274,0.00795833671688368
"Pre-growing season",18,"Site_Full","Site","Full",2.29660769922788,8.29660769922788,0.0402634159473315
"Pre-growing season",19,"Storm_Agricultural","Storm","Agricultural",-4.14165707572494,1.85834292427506,0.602321892393528
"Pre-growing season",19,"Storm_Site","Storm","Site",8.79612614450599,16.796126144506,0.00211741460524496
"Pre-growing season",19,"Agricultural_Full","Agricultural","Full",9.18441218913267,17.1844121891327,0.0017797983795972
"Pre-growing season",19,"Site_Full","Site","Full",-3.75337103109825,2.24662896890175,0.522822407901457
"Pre-growing season",20,"Storm_Agricultural","Storm","Agricultural",0.831479861238222,6.83147986123822,0.077467526100707
"Pre-growing season",20,"Storm_Site","Storm","Site",0.217658720524241,8.21765872052424,0.0839227060097535
"Pre-growing season",20,"Agricultural_Full","Agricultural","Full",2.05807868856169,10.0580786885617,0.039460636077889
"Pre-growing season",20,"Site_Full","Site","Full",2.67189982927567,8.67189982927567,0.0339867065635983
"Pre-growing season",21,"Storm_Agricultural","Storm","Agricultural",-0.551219618318669,5.44878038168133,0.141734415903773
"Pre-growing season",21,"Storm_Site","Storm","Site",12.4914031727192,20.4914031727192,0.000399332716772617
"Pre-growing season",21,"Agricultural_Full","Agricultural","Full",15.9370772980605,23.9370772980605,8.22281934520016e-05
"Pre-growing season",21,"Site_Full","Site","Full",2.89445450702266,8.89445450702266,0.030727588813273
"Pre-growing season",22,"Storm_Agricultural","Storm","Agricultural",-4.70304689442776,1.29695310557224,0.729856718462075
"Pre-growing season",22,"Storm_Site","Storm","Site",0.976463489380535,8.97646348938054,0.0616904816856284
"Pre-growing season",22,"Agricultural_Full","Agricultural","Full",0.338474805968531,8.33847480596853,0.0799373377303141
"Pre-growing season",22,"Site_Full","Site","Full",-5.34103557783976,0.658964422160238,0.882810791474992
"Pre-growing season",23,"Storm_Agricultural","Storm","Agricultural",-1.91761161475716,4.08238838524284,0.25270400345546
"Pre-growing season",23,"Storm_Site","Storm","Site",12.4268452129282,20.4268452129282,0.000411249242133976
"Pre-growing season",23,"Agricultural_Full","Agricultural","Full",10.8845779229913,18.8845779229913,0.000828059824905847
"Pre-growing season",23,"Site_Full","Site","Full",-3.45987890469411,2.54012109530589,0.468083917837104
"Pre-growing season",24,"Storm_Agricultural","Storm","Agricultural",3.3140691771797,9.3140691771797,0.0253938776710934
"Pre-growing season",24,"Storm_Site","Storm","Site",4.95618638667321,12.9561863866732,0.0114918710988679
"Pre-growing season",24,"Agricultural_Full","Agricultural","Full",10.5094663922115,18.5094663922115,0.000980945336791148
"Pre-growing season",24,"Site_Full","Site","Full",8.86734918271799,14.867349182718,0.00193358966581761
"Pre-growing season",25,"Storm_Agricultural","Storm","Agricultural",2.04238358796346,8.04238358796346,0.0451438379558553
"Pre-growing season",25,"Storm_Site","Storm","Site",2.70259546400234,10.7025954640023,0.0301178104555258
"Pre-growing season",25,"Agricultural_Full","Agricultural","Full",8.19051136840022,16.1905113684002,0.00277389513666995
"Pre-growing season",25,"Site_Full","Site","Full",7.53029949236134,13.5302994923613,0.0036194923140312
"Pre-growing season",26,"Storm_Agricultural","Storm","Agricultural",-3.98571819304033,2.01428180695967,0.569447759965891
"Pre-growing season",26,"Storm_Site","Storm","Site",15.0123755890816,23.0123755890816,0.000125907348715568
"Pre-growing season",26,"Agricultural_Full","Agricultural","Full",17.3065483018271,25.3065483018271,4.36505448500763e-05
"Pre-growing season",26,"Site_Full","Site","Full",-1.69154548029479,4.30845451970521,0.230025364096656
"Pre-growing season",27,"Storm_Agricultural","Storm","Agricultural",1.88821392681297,7.88821392681297,0.0483793736703555
"Pre-growing season",27,"Storm_Site","Storm","Site",4.81994700290704,12.819947002907,0.0121899109802277
"Pre-growing season",27,"Agricultural_Full","Agricultural","Full",15.2314798808699,23.2314798808699,0.000113831109411742
"Pre-growing season",27,"Site_Full","Site","Full",12.2997468047759,18.2997468047759,0.000381469278842854
"Pre-growing season",28,"Storm_Agricultural","Storm","Agricultural",-2.91437372276039,3.08562627723961,0.378610778516822
"Pre-growing season",28,"Storm_Site","Storm","Site",3.68521307329826,11.6852130732983,0.0198522524448397
"Pre-growing season",28,"Agricultural_Full","Agricultural","Full",5.66647594320847,13.6664759432085,0.00843924851340881
"Pre-growing season",28,"Site_Full","Site","Full",-0.933110852850177,5.06688914714982,0.166964206925548
"Pre-growing season",29,"Storm_Agricultural","Storm","Agricultural",-3.04313639332821,2.95686360667179,0.398323888087305
"Pre-growing season",29,"Storm_Site","Storm","Site",7.21319808954973,15.2131980895497,0.0042788551008453
"Pre-growing season",29,"Agricultural_Full","Agricultural","Full",9.48287536623661,17.4828753662366,0.00155691501478754
"Pre-growing season",29,"Site_Full","Site","Full",-0.773459116641334,5.22654088335867,0.1559406957364
"Pre-growing season",30,"Storm_Agricultural","Storm","Agricultural",5.93212031997336,11.9321203199734,0.00761934191444754
"Pre-growing season",30,"Storm_Site","Storm","Site",-5.25615877160561,2.74384122839439,0.601565050971954
"Pre-growing season",30,"Agricultural_Full","Agricultural","Full",-1.28171707613529,6.71828292386471,0.151545959596934
"Pre-growing season",30,"Site_Full","Site","Full",9.90656201544368,15.9065620154437,0.0011851150170411
"Pre-growing season",31,"Storm_Agricultural","Storm","Agricultural",17.6520625469971,23.6520625469971,2.95265149982947e-05
"Pre-growing season",31,"Storm_Site","Storm","Site",1.85501750127418,9.85501750127418,0.04294200754039
"Pre-growing season",31,"Agricultural_Full","Agricultural","Full",7.28919173886709,15.2891917388671,0.00413750843872826
"Pre-growing season",31,"Site_Full","Site","Full",23.08623678459,29.08623678459,2.1479076344365e-06
"Pre-growing season",32,"Storm_Agricultural","Storm","Agricultural",-1.79264976440794,4.20735023559206,0.239927016834673
"Pre-growing season",32,"Storm_Site","Storm","Site",2.78634509813497,10.786345098135,0.02907310039584
"Pre-growing season",32,"Agricultural_Full","Agricultural","Full",5.19618849578461,13.1961884957846,0.0103559215866511
"Pre-growing season",32,"Site_Full","Site","Full",0.617193633241698,6.6171936332417,0.0851535055182638
"Pre-growing season",33,"Storm_Agricultural","Storm","Agricultural",-1.48195616947436,4.51804383052564,0.21068645468523
"Pre-growing season",33,"Storm_Site","Storm","Site",9.05417039482035,17.0541703948203,0.00188666156030061
"Pre-growing season",33,"Agricultural_Full","Agricultural","Full",15.1641631029547,23.1641631029547,0.000117413595920711
"Pre-growing season",33,"Site_Full","Site","Full",4.62803653866001,10.62803653866,0.0139170367638384
"Pre-growing season",34,"Storm_Agricultural","Storm","Agricultural",-0.522046317821719,5.47795368217828,0.139963193672599
"Pre-growing season",34,"Storm_Site","Storm","Site",-0.686084083306753,7.31391591669325,0.120200328731594
"Pre-growing season",34,"Agricultural_Full","Agricultural","Full",0.582255738412584,8.58225573841258,0.0724327714060933
"Pre-growing season",34,"Site_Full","Site","Full",0.746293503897618,6.74629350389762,0.0804392867373086
"Pre-growing season",35,"Storm_Agricultural","Storm","Agricultural",-3.02411490144192,2.97588509855808,0.395358183001968
"Pre-growing season",35,"Storm_Site","Storm","Site",1.72376169603058,9.72376169603058,0.0453470419305757
"Pre-growing season",35,"Agricultural_Full","Agricultural","Full",3.775574008239,11.775574008239,0.0191005688773418
"Pre-growing season",35,"Site_Full","Site","Full",-0.972302589233493,5.02769741076651,0.16978020241001
"Pre-growing season",36,"Storm_Agricultural","Storm","Agricultural",8.20024514453337,14.2002451445334,0.00264487592812764
"Pre-growing season",36,"Storm_Site","Storm","Site",3.67638225799982,11.6763822579998,0.0199272350556417
"Pre-growing season",36,"Agricultural_Full","Agricultural","Full",4.99616979098641,12.9961697909864,0.0112945241995286
"Pre-growing season",36,"Site_Full","Site","Full",9.52003267751996,15.52003267752,0.00142209626668916
"Pre-growing season",37,"Storm_Agricultural","Storm","Agricultural",3.13173781396392,9.13173781396392,0.0275896799708825
"Pre-growing season",37,"Storm_Site","Storm","Site",4.29859468460228,12.2985946846023,0.0152636168791372
"Pre-growing season",37,"Agricultural_Full","Agricultural","Full",6.75932041189861,14.7593204118986,0.00522733944590883
"Pre-growing season",37,"Site_Full","Site","Full",5.59246354126026,11.5924635412603,0.00891794486214058
"Pre-growing season",38,"Storm_Agricultural","Storm","Agricultural",4.2467617023824,10.2467617023824,0.0165809333893429
"Pre-growing season",38,"Storm_Site","Storm","Site",3.81700864264172,11.8170086426417,0.0187652005632029
"Pre-growing season",38,"Agricultural_Full","Agricultural","Full",5.15874724379341,13.1587472437934,0.0105256192894641
"Pre-growing season",38,"Site_Full","Site","Full",5.58850030353409,11.5885003035341,0.00893431942910506
"Pre-growing season",39,"Storm_Agricultural","Storm","Agricultural",1.87734741345167,7.87734741345167,0.0486157567150178
"Pre-growing season",39,"Storm_Site","Storm","Site",13.1862258533947,21.1862258533947,0.000290850340146143
"Pre-growing season",39,"Agricultural_Full","Agricultural","Full",14.2596611089918,22.2596611089918,0.000177922445729692
"Pre-growing season",39,"Site_Full","Site","Full",2.95078266904881,8.95078266904881,0.0299524655732499
"Pre-growing season",40,"Storm_Agricultural","Storm","Agricultural",6.66889260995504,12.668892609955,0.00541020903856131
"Pre-growing season",40,"Storm_Site","Storm","Site",8.21013482068395,16.2101348206839,0.00274977471211204
"Pre-growing season",40,"Agricultural_Full","Agricultural","Full",12.1876858988723,20.1876858988723,0.000458544743535969
"Pre-growing season",40,"Site_Full","Site","Full",10.6464436881434,16.6464436881434,0.000835479334603275
"Pre-growing season",41,"Storm_Agricultural","Storm","Agricultural",0.326123745611028,6.32612374561103,0.0967778356684964
"Pre-growing season",41,"Storm_Site","Storm","Site",15.9528874379881,23.9528874379881,8.1630464447905e-05
"Pre-growing season",41,"Agricultural_Full","Agricultural","Full",14.8446331382663,22.8446331382663,0.000136004580755937
"Pre-growing season",41,"Site_Full","Site","Full",-0.782130554110779,5.21786944588922,0.156521381102833
"Pre-growing season",42,"Storm_Agricultural","Storm","Agricultural",2.43454952583278,8.43454952583278,0.037834815983417
"Pre-growing season",42,"Storm_Site","Storm","Site",13.0876192712054,21.0876192712054,0.000304250158665541
"Pre-growing season",42,"Agricultural_Full","Agricultural","Full",17.8811112032209,25.8811112032209,3.34401481167531e-05
"Pre-growing season",42,"Site_Full","Site","Full",7.22804145784829,13.2280414578483,0.00416852943375352
"Pre-growing season",43,"Storm_Agricultural","Storm","Agricultural",2.68775529025726,8.68775529025726,0.0337437409902378
"Pre-growing season",43,"Storm_Site","Storm","Site",12.0314441148942,20.0314441148942,0.000492311689337352
"Pre-growing season",43,"Agricultural_Full","Agricultural","Full",10.5949644749656,18.5949644749656,0.000943812707013189
"Pre-growing season",43,"Site_Full","Site","Full",1.25127565032864,7.25127565032864,0.0643057137580078
"Pre-growing season",44,"Storm_Agricultural","Storm","Agricultural",-3.2541752980618,2.7458247019382,0.432495952414298
"Pre-growing season",44,"Storm_Site","Storm","Site",7.72487206911177,15.7248720691118,0.00341146193280398
"Pre-growing season",44,"Agricultural_Full","Agricultural","Full",12.4367968215451,20.4367968215451,0.000409389609450242
"Pre-growing season",44,"Site_Full","Site","Full",1.45774945437154,7.45774945437154,0.0586540450420042
"Pre-growing season",45,"Storm_Agricultural","Storm","Agricultural",1.14757779526303,7.14757779526303,0.0673397959460942
"Pre-growing season",45,"Storm_Site","Storm","Site",4.12218570757773,12.1221857075777,0.0164654172949855
"Pre-growing season",45,"Agricultural_Full","Agricultural","Full",6.23361782936252,14.2336178293625,0.00658558684997269
"Pre-growing season",45,"Site_Full","Site","Full",3.25900991704782,9.25900991704782,0.0260382420946205
"Pre-growing season",46,"Storm_Agricultural","Storm","Agricultural",-0.696190630726505,5.30380936927349,0.15085539780411
"Pre-growing season",46,"Storm_Site","Storm","Site",3.6713997870101,11.6713997870101,0.0199696625387567
"Pre-growing season",46,"Agricultural_Full","Agricultural","Full",4.93911984431384,12.9391198443138,0.0115771281617392
"Pre-growing season",46,"Site_Full","Site","Full",0.571529426577229,6.57152942657723,0.0868838449415787
"Pre-growing season",47,"Storm_Agricultural","Storm","Agricultural",-2.80567358391835,3.19432641608165,0.362623294094366
"Pre-growing season",47,"Storm_Site","Storm","Site",2.95011706411441,10.9501170641144,0.0271303870800035
"Pre-growing season",47,"Agricultural_Full","Agricultural","Full",4.98886942275902,12.988869422759,0.0113303081708485
"Pre-growing season",47,"Site_Full","Site","Full",-0.766921225273734,5.23307877472627,0.155504228095029
"Pre-growing season",48,"Storm_Agricultural","Storm","Agricultural",0.793143050095523,6.79314305009552,0.0787915725329861
"Pre-growing season",48,"Storm_Site","Storm","Site",0.659444538976459,8.65944453897646,0.0701988647519379
"Pre-growing season",48,"Agricultural_Full","Agricultural","Full",2.25530729095846,10.2553072909585,0.0363397994539847
"Pre-growing season",48,"Site_Full","Site","Full",2.38900580207752,8.38900580207752,0.0386204046395918
"Pre-growing season",49,"Storm_Agricultural","Storm","Agricultural",9.5109227088256,15.5109227088256,0.00142821507261171
"Pre-growing season",49,"Storm_Site","Storm","Site",2.44602110700072,10.4460211070007,0.033548713836287
"Pre-growing season",49,"Agricultural_Full","Agricultural","Full",0.705393211099306,8.70539321109931,0.0689002044787322
"Pre-growing season",49,"Site_Full","Site","Full",7.77029481292419,13.7702948129242,0.00323509486796634
"Pre-growing season",50,"Storm_Agricultural","Storm","Agricultural",-0.0349275937678613,5.96507240623214,0.113321948898082
"Pre-growing season",50,"Storm_Site","Storm","Site",0.949292072382775,8.94929207238278,0.0623795105871382
"Pre-growing season",50,"Agricultural_Full","Agricultural","Full",5.01745601961716,13.0174560196172,0.0111908149461111
"Pre-growing season",50,"Site_Full","Site","Full",4.03323635346652,10.0332363534665,0.018285716781246
"Pre-growing season",51,"Storm_Agricultural","Storm","Agricultural",3.41182213051104,9.41182213051104,0.0242881660109001
"Pre-growing season",51,"Storm_Site","Storm","Site",16.31438663265,24.31438663265,6.90814242837659e-05
"Pre-growing season",51,"Agricultural_Full","Agricultural","Full",17.0226368706146,25.0226368706146,4.9785304964602e-05
"Pre-growing season",51,"Site_Full","Site","Full",4.12007236847563,10.1200723684756,0.0175725724327336
"Pre-growing season",52,"Storm_Agricultural","Storm","Agricultural",5.37288999592397,11.372889995924,0.00987130835899925
"Pre-growing season",52,"Storm_Site","Storm","Site",10.5107376530418,18.5107376530418,0.000980382780599821
"Pre-growing season",52,"Agricultural_Full","Agricultural","Full",10.7930178667926,18.7930178667926,0.000863049195679626
"Pre-growing season",52,"Site_Full","Site","Full",5.65517020967485,11.6551702096748,0.00866277286940977
"Pre-growing season",53,"Storm_Agricultural","Storm","Agricultural",3.60838076904486,9.60838076904486,0.0222058887007105
"Pre-growing season",53,"Storm_Site","Storm","Site",3.60904285334692,11.6090428533469,0.0205081252078349
"Pre-growing season",53,"Agricultural_Full","Agricultural","Full",1.42669246250711,9.42669246250711,0.0512755448398363
"Pre-growing season",53,"Site_Full","Site","Full",1.42603037820504,7.42603037820504,0.0594898204719598
"Pre-growing season",54,"Storm_Agricultural","Storm","Agricultural",0.0458764106993499,6.04587641069935,0.109399445818466
"Pre-growing season",54,"Storm_Site","Storm","Site",-0.843939582145993,7.15606041785401,0.127867412890999
"Pre-growing season",54,"Agricultural_Full","Agricultural","Full",-0.141535450388574,7.85846454961143,0.0969025907546161
"Pre-growing season",54,"Site_Full","Site","Full",0.748280542456769,6.74828054245677,0.0803687319959199
"Pre-growing season",55,"Storm_Agricultural","Storm","Agricultural",3.87820885255968,9.87820885255968,0.0196302863973541
"Pre-growing season",55,"Storm_Site","Storm","Site",12.1391553164477,20.1391553164477,0.000468779961829347
"Pre-growing season",55,"Agricultural_Full","Agricultural","Full",19.3980414913984,27.3980414913984,1.65150269037703e-05
"Pre-growing season",55,"Site_Full","Site","Full",11.1370950275103,17.1370950275103,0.000662308248016409
"Pre-growing season",56,"Storm_Agricultural","Storm","Agricultural",-4.54617863367497,1.45382136632503,0.692968595069236
"Pre-growing season",56,"Storm_Site","Storm","Site",2.88444716804702,10.884447168047,0.0278938281892849
"Pre-growing season",56,"Agricultural_Full","Agricultural","Full",3.41263050179134,11.4126305017913,0.0222978371572729
"Pre-growing season",56,"Site_Full","Site","Full",-4.01799529993065,1.98200470006935,0.576150085183981
"Pre-growing season",57,"Storm_Agricultural","Storm","Agricultural",-2.59321651774354,3.40678348225646,0.333054745482558
"Pre-growing season",57,"Storm_Site","Storm","Site",1.93032816762752,9.93032816762752,0.0416177915823052
"Pre-growing season",57,"Agricultural_Full","Agricultural","Full",4.158387267124,12.158387267124,0.0162115127444543
"Pre-growing season",57,"Site_Full","Site","Full",-0.365157418247065,5.63484258175293,0.130792332983363
"Pre-growing season",58,"Storm_Agricultural","Storm","Agricultural",-0.825015828596179,5.17498417140382,0.159423303087458
"Pre-growing season",58,"Storm_Site","Storm","Site",4.84171246885143,12.8417124688514,0.0120756797331337
"Pre-growing season",58,"Agricultural_Full","Agricultural","Full",10.5712429539825,18.5712429539825,0.000953973628345754
"Pre-growing season",58,"Site_Full","Site","Full",4.9045146565349,10.9045146565349,0.0122535663618748
"Pre-growing season",59,"Storm_Agricultural","Storm","Agricultural",-0.840729471754116,5.15927052824588,0.160499234854177
"Pre-growing season",59,"Storm_Site","Storm","Site",2.50980754433778,10.5098075443378,0.0326621614752381
"Pre-growing season",59,"Agricultural_Full","Agricultural","Full",5.01874181445601,13.018741814456,0.0111845802542091
"Pre-growing season",59,"Site_Full","Site","Full",1.66820479836412,7.66820479836412,0.0533904718497962
"Pre-growing season",60,"Storm_Agricultural","Storm","Agricultural",-4.37563683462247,1.62436316537753,0.653878338959361
"Pre-growing season",60,"Storm_Site","Storm","Site",4.56630981291613,12.5663098129161,0.0136012881766576
"Pre-growing season",60,"Agricultural_Full","Agricultural","Full",6.55188161190455,14.5518816119045,0.00572685824121449
"Pre-growing season",60,"Site_Full","Site","Full",-2.39006503563405,3.60993496436595,0.306781323866709
"Pre-growing season",61,"Storm_Agricultural","Storm","Agricultural",1.05716181980222,7.05716181980222,0.0700979765866598
"Pre-growing season",61,"Storm_Site","Storm","Site",7.96800763100578,15.9680076310058,0.00306239443666115
"Pre-growing season",61,"Agricultural_Full","Agricultural","Full",11.8309257548482,19.8309257548482,0.0005392763116381
"Pre-growing season",61,"Site_Full","Site","Full",4.92007994364462,10.9200799436446,0.0121659770869322
"Pre-growing season",62,"Storm_Agricultural","Storm","Agricultural",-1.8786882811263,4.1213117188737,0.24865910458711
"Pre-growing season",62,"Storm_Site","Storm","Site",3.20605241732312,11.2060524173231,0.0243433115160291
"Pre-growing season",62,"Agricultural_Full","Agricultural","Full",4.81225034372028,12.8122503437203,0.0122305569813618
"Pre-growing season",62,"Site_Full","Site","Full",-0.272490354729143,5.72750964527086,0.125646841755622
"Pre-growing season",63,"Storm_Agricultural","Storm","Agricultural",-0.150061569025524,5.84993843097448,0.119143719295018
"Pre-growing season",63,"Storm_Site","Storm","Site",6.32725112417245,14.3272511241724,0.00632062500379726
"Pre-growing season",63,"Agricultural_Full","Agricultural","Full",10.1453339838662,18.1453339838662,0.00115593992856472
"Pre-growing season",63,"Site_Full","Site","Full",3.66802129066826,9.66802129066826,0.0216094671783947
"Pre-growing season",64,"Storm_Agricultural","Storm","Agricultural",-3.94938692069263,2.05061307930737,0.561968499974549
"Pre-growing season",64,"Storm_Site","Storm","Site",11.8100361781095,19.8100361781095,0.000544417016342549
"Pre-growing season",64,"Agricultural_Full","Agricultural","Full",14.0722027345096,22.0722027345096,0.000193895580913928
"Pre-growing season",64,"Site_Full","Site","Full",-1.6872203642925,4.3127796357075,0.229610277238154
"Pre-growing season",65,"Storm_Agricultural","Storm","Agricultural",5.62321295673701,11.623212956737,0.00879190263635263
"Pre-growing season",65,"Storm_Site","Storm","Site",1.5776367923757,9.5776367923757,0.048176197770683
"Pre-growing season",65,"Agricultural_Full","Agricultural","Full",7.44282969583088,15.4428296958309,0.00386561932692329
"Pre-growing season",65,"Site_Full","Site","Full",11.4884058601922,17.4884058601922,0.000560716015173406
"Pre-growing season",66,"Storm_Agricultural","Storm","Agricultural",-3.94682715000874,2.05317284999126,0.561444144778846
"Pre-growing season",66,"Storm_Site","Storm","Site",4.90259121670607,12.9025912167061,0.0117616894758216
