"Analysis","Season","Term","Estimate","Std_Error","Statistic","P_Value"
"Runoff magnitude","July","(Intercept)",-2.80058037143029,0.926294323646478,-3.02342387288464,
"Runoff magnitude","July","log_I30",0.568714791969949,0.149980040880458,3.79193650455958,
"Runoff magnitude","July","log_ARFdays7",0.479826857251538,0.147868313417765,3.24496064208096,
"Runoff magnitude","July","Tillage_Passes",-0.245258909909636,0.205378602055722,-1.19417946881873,
"Runoff magnitude","July","PerennialFrac",0.121322449451146,0.203726249335313,0.59551702270561,
"Runoff magnitude","July","MeanSlope_per",-0.207141021683923,0.305068211731763,-0.678999036012496,
"Runoff magnitude","July","Hydrologic_GroupModerate-infiltration",-0.466743447223283,1.09228082315258,-0.427310850222705,
"Runoff magnitude","July","Hydrologic_GroupHigh-infiltration",-1.15623413345033,0.996264383545957,-1.16056957625545,
"Runoff magnitude","July","TileYes",0.733305783924007,1.42468969973334,0.514712631151372,
"Runoff magnitude","August","(Intercept)",-2.40500092188261,0.757342863804859,-3.1755774521991,
"Runoff magnitude","August","log_I30",0.926044098858981,0.152313717450132,6.07984700499594,
"Runoff magnitude","August","log_ARFdays7",0.201488699450056,0.138401894919308,1.45582327154935,
"Runoff magnitude","August","Tillage_Passes",-0.115021859604331,0.24005316903863,-0.479151598227064,
"Runoff magnitude","August","PerennialFrac",0.127826950573156,0.207845873274843,0.615008364414941,
"Runoff magnitude","August","MeanSlope_per",-0.0163459876230785,0.335353699685269,-0.0487425295692855,
"Runoff magnitude","August","Hydrologic_GroupModerate-infiltration",-0.910768111915039,0.938951846894304,-0.969983833492116,
"Runoff magnitude","August","Hydrologic_GroupHigh-infiltration",-2.31681538441796,0.865772410715378,-2.67600971773125,
"Runoff magnitude","August","TileYes",-2.38331971904557,0.979679867564477,-2.43275359426401,
"Runoff magnitude","September","(Intercept)",-2.78810378093048,1.31421932856681,-2.12149046991341,
"Runoff magnitude","September","log_I30",0.73945473461427,0.175887302954552,4.20413936761165,
"Runoff magnitude","September","log_ARFdays7",0.720807912468932,0.185336722991544,3.88918019502167,
"Runoff magnitude","September","Tillage_Passes",-0.252018086311259,0.409913859479678,-0.614807429617426,
"Runoff magnitude","September","PerennialFrac",-0.0334111960095501,0.405596111855872,-0.0823755332778503,
"Runoff magnitude","September","MeanSlope_per",-0.125140757628646,0.349234784357574,-0.35832844617367,
"Runoff magnitude","September","Hydrologic_GroupModerate-infiltration",-0.36322220198864,1.66662431658261,-0.217938859030584,
"Runoff magnitude","September","Hydrologic_GroupHigh-infiltration",-2.26718761018107,1.38838173463158,-1.63297136056222,
