"Calendar_Year","Month_Number","Month","Monitored_Sites","Mean_P_Events_per_Site","Mean_Precipitation_mm_per_Site","Mean_Q_Events_per_Site","Mean_Runoff_mm_per_Site"
2015,7,"Jul",7,8.28571428571429,122.754571428571,1.71428571428571,8.28718681015594
2015,8,"Aug",7,12.4285714285714,97.282,0.857142857142857,5.30828829125969
2015,9,"Sep",7,10.8571428571429,107.986285714286,1.14285714285714,0.246318205975974
2015,10,"Oct",7,8.28571428571429,59.1094285714286,0.857142857142857,1.30483095324389
2015,11,"Nov",7,10.5714285714286,100.293714285714,0.857142857142857,12.8140472043225
2015,12,"Dec",7,8.14285714285714,95.0685714285714,1.85714285714286,15.4053357469949
2016,1,"Jan",7,2.28571428571429,8.09171428571429,0.142857142857143,0.000556481943548486
2016,2,"Feb",7,1.42857142857143,3.77371428571429,3,5.80348741849187
2016,3,"Mar",7,12.1428571428571,74.7848571428571,2.42857142857143,22.880075625976
2016,4,"Apr",7,12,42.3454285714286,0,0
2016,5,"May",7,15.5714285714286,95.6854285714286,0.285714285714286,0.020823051948052
2016,6,"Jun",7,11.4285714285714,122.972285714286,2.28571428571429,3.81672418499925
2016,7,"Jul",7,12.1428571428571,140.135428571429,0.714285714285714,0.0222430470185859
2016,8,"Aug",7,12.4285714285714,172.066857142857,1.42857142857143,2.0201845554251
2016,9,"Sep",7,15.5714285714286,201.784857142857,3.71428571428571,34.449388721166
2016,10,"Oct",9,7,63.6693333333333,0.333333333333333,0.120415739807139
2016,11,"Nov",9,7.11111111111111,49.022,0.222222222222222,0.0146254524687127
2016,12,"Dec",9,3.11111111111111,19.2193333333333,0,0
2017,1,"Jan",9,9.22222222222222,24.5251111111111,1.66666666666667,14.0634796397698
2017,2,"Feb",9,4.22222222222222,23.9042222222222,2.33333333333333,11.4127876583609
2017,3,"Mar",9,10.6666666666667,49.6428888888889,0.666666666666667,3.13368776279966
2017,4,"Apr",9,16.8888888888889,125.645333333333,0.888888888888889,2.67843558727308
2017,5,"May",9,19.4444444444444,154.798888888889,4.11111111111111,18.6176265270635
2017,6,"Jun",9,14.5555555555556,133.858,1.66666666666667,3.63880257649857
2017,7,"Jul",9,11.8888888888889,258.233333333333,5.11111111111111,46.0070059352233
2017,8,"Aug",9,13.2222222222222,88.138,1.11111111111111,0.290716857508538
2017,9,"Sep",9,6,29.3793333333333,0,0
2017,10,"Oct",9,6.44444444444444,58.3071111111111,0,0
2017,11,"Nov",4,6,25.5905,0,0
2017,12,"Dec",4,1.5,2.7305,0,0
2018,1,"Jan",4,7,45.5295,4,27.7278507722099
2018,2,"Feb",4,4.5,65.659,5.5,85.4619062717798
2018,3,"Mar",4,3,16.4465,0,0
2018,4,"Apr",4,9.75,23.749,0.25,0.00947464820192092
2018,5,"May",4,20.75,134.4295,0,0
2018,6,"Jun",4,16,164.846,1,0.0323914672033278
2018,7,"Jul",4,10.75,98.933,0.5,0.144965899784082
2018,8,"Aug",4,14.75,184.785,1.25,3.56598161071327
2018,9,"Sep",4,14.25,231.14,2.75,10.0640509687438
2018,10,"Oct",8,11.375,71.65975,1.5,3.09266076962062
2018,11,"Nov",9,3.88888888888889,20.9973333333333,0.333333333333333,1.45629461706792
2018,12,"Dec",9,6.88888888888889,40.9504444444444,1.22222222222222,5.54169730619264
2019,1,"Jan",9,1,11.4582222222222,0.444444444444444,8.15624784692858
2019,2,"Feb",9,4.44444444444444,27.6577777777778,2.11111111111111,36.4475998300931
2019,3,"Mar",9,6.88888888888889,29.2946666666667,1.66666666666667,113.230896334941
2019,4,"Apr",9,12.7777777777778,64.2055555555555,0.888888888888889,3.89536298130386
2019,5,"May",9,18.8888888888889,130.302,1.11111111111111,2.54588168457877
2019,6,"Jun",9,17.5555555555556,105.918,1.22222222222222,0.62738845987609
2019,7,"Jul",9,11.6666666666667,110.433555555556,1.11111111111111,5.19673077657088
2019,8,"Aug",9,10.3333333333333,118.843777777778,1.88888888888889,4.08069476285548
2019,9,"Sep",9,16.8888888888889,205.570666666667,3.66666666666667,24.1025883519745
2019,10,"Oct",9,14,111.421333333333,3.22222222222222,14.501012626934
2019,11,"Nov",9,6,48.768,1.22222222222222,8.02724122837871
2019,12,"Dec",9,4,34.6004444444444,1.55555555555556,10.4233722381235
2020,1,"Jan",9,3.33333333333333,13.9417777777778,0.444444444444444,0.507864977859496
2020,2,"Feb",9,0.666666666666667,2.45533333333333,2.22222222222222,4.88756321701085
2020,3,"Mar",9,11.5555555555556,86.5575555555556,3.55555555555556,53.7199128926971
2020,4,"Apr",9,9.44444444444444,68.6082222222222,0.555555555555556,0.696172496084053
2020,5,"May",9,9.66666666666667,122.089333333333,1.33333333333333,12.7687353205957
2020,6,"Jun",9,13.5555555555556,111.054444444444,1.11111111111111,3.33171990523082
2020,7,"Jul",9,11.8888888888889,146.05,1.55555555555556,8.80983345145708
2020,8,"Aug",9,6.55555555555556,73.0673333333333,0.555555555555556,3.27256941275639
2020,9,"Sep",9,12.1111111111111,96.52,0.111111111111111,0.0192446413670057
2020,10,"Oct",10,7.6,84.836,0.7,8.27943638835588
2020,11,"Nov",10,5.7,58.0644,0.5,3.18127379070957
2020,12,"Dec",10,0.8,8.89,0,0
2021,1,"Jan",10,1.5,4.3942,0.2,0.300402643790131
2021,2,"Feb",10,0.4,0.2286,1,6.07497780363657
2021,3,"Mar",10,6.7,38.4048,1.8,18.2695694252745
2021,4,"Apr",10,10.2,64.262,0.2,0.200029850751852
2021,5,"May",10,12,82.7278,0.4,1.02918055225107
2021,6,"Jun",10,11.2,83.3628,0.6,2.11973401893359
2021,7,"Jul",10,8.3,115.7732,1.2,4.84835985161734
2021,8,"Aug",10,12.1,127.1524,1.4,8.70638373131271
2021,9,"Sep",10,7.5,31.5722,0.5,0.637523673728047
2021,10,"Oct",12,6.91666666666667,20.4046666666667,0.5,0.336442860178018
2021,11,"Nov",8,3.875,22.82825,0.375,0.168449661349326
2021,12,"Dec",8,4.25,16.35125,1,3.90334635498121
2022,1,"Jan",8,0,0,0,0
2022,2,"Feb",8,0.75,0.53975,1.25,4.43259002604206
2022,3,"Mar",8,10.125,87.122,6,103.604454139188
2022,4,"Apr",8,16.625,86.45525,4.75,24.9107762647476
2022,5,"May",8,12.25,81.2165,1.25,2.21005374030441
2022,6,"Jun",8,10,70.866,0.375,0.73409775995445
2022,7,"Jul",8,10.75,96.93275,0.625,0.488116066956459
2022,8,"Aug",8,14.875,146.33575,1.875,9.88707182605281
2022,9,"Sep",8,8.75,44.92625,0.125,0.00246777843368753
2022,10,"Oct",8,9.625,28.5115,0,0
2022,11,"Nov",8,6,62.96025,0.5,0.20971040559819
2022,12,"Dec",8,2.5,18.542,0.125,0.0402408111533586
2023,1,"Jan",8,5.125,13.1445,0.25,1.23349726089097
2023,2,"Feb",8,2.75,23.622,1.75,8.7642091114934
2023,3,"Mar",7,4,32.2942857142857,3.57142857142857,21.1235584517088
2023,4,"Apr",6,14.5,71.7126666666667,2.16666666666667,97.6743730956989
2023,5,"May",6,5.33333333333333,30.5223333333333,0.333333333333333,2.06935877090993
2023,6,"Jun",5,9.2,38.7604,0.2,0.00217481944754672
2023,7,"Jul",5,14.8,98.6536,1.2,3.85470711724121
2023,8,"Aug",5,9.4,69.1388,0.2,0.962745966155058
2023,9,"Sep",5,9.2,66.3448,0.4,0.0672985045257774
